id;job;marital;education
945;retired;married;professional.course
946;admin.;single;university.degree
947;technician;married;basic.9y
948;admin.;married;university.degree
949;admin.;married;professional.course
949;admin.;married;professional.course
950;unknown;married;unknown
951;admin.;single;high.school
952;technician;single;high.school
953;blue-collar;divorced;basic.9y
954;admin.;single;basic.9y
955;admin.;single;high.school
956;admin.;single;basic.6y
957;admin.;married;high.school
958;blue-collar;married;high.school
959;admin.;married;high.school
960;technician;divorced;basic.9y
961;blue-collar;single;basic.9y
962;services;divorced;high.school
963;services;married;high.school
964;services;married;high.school
965;technician;married;university.degree
966;technician;single;university.degree
967;entrepreneur;married;high.school
968;management;married;university.degree
969;blue-collar;married;basic.9y
970;technician;divorced;university.degree
970;technician;divorced;university.degree
971;management;married;university.degree
972;admin.;married;high.school
973;admin.;married;basic.6y
974;unemployed;married;professional.course
975;blue-collar;married;basic.6y
976;management;married;university.degree
977;services;married;university.degree
978;student;single;basic.9y
979;technician;married;university.degree
979;technician;married;university.degree
980;blue-collar;married;basic.9y
981;technician;married;high.school
982;technician;single;high.school
983;student;single;unknown
984;blue-collar;married;basic.9y
985;admin.;single;university.degree
986;blue-collar;married;unknown
987;retired;married;basic.9y
988;admin.;single;university.degree
989;technician;married;basic.9y
990;blue-collar;married;basic.9y
991;technician;married;professional.course
992;blue-collar;married;basic.4y
993;services;married;basic.9y
994;blue-collar;married;basic.6y
995;self-employed;single;university.degree
996;entrepreneur;married;high.school
997;entrepreneur;married;high.school
998;blue-collar;married;basic.6y
999;technician;married;university.degree
1000;services;married;high.school
1001;unemployed;married;basic.6y
1002;technician;single;professional.course
1002;technician;single;professional.course
1003;entrepreneur;married;unknown
1004;blue-collar;divorced;high.school
1005;blue-collar;single;high.school
1006;management;married;basic.9y
1007;admin.;single;university.degree
1008;admin.;married;basic.6y
1009;management;married;university.degree
1010;admin.;single;university.degree
1011;management;divorced;university.degree
1012;blue-collar;married;basic.4y
1013;admin.;single;high.school
1014;management;married;university.degree
1015;technician;single;high.school
1016;admin.;married;university.degree
1017;blue-collar;married;basic.4y
1018;blue-collar;married;basic.6y
1019;technician;divorced;professional.course
1020;retired;married;unknown
1021;admin.;divorced;high.school
1022;admin.;single;high.school
1023;admin.;single;university.degree
1024;admin.;single;high.school
1025;technician;married;professional.course
1026;admin.;divorced;university.degree
1027;entrepreneur;married;university.degree
1028;admin.;single;basic.9y
1029;technician;married;professional.course
1030;blue-collar;married;basic.4y
1030;blue-collar;married;basic.4y
1031;technician;married;professional.course
1032;blue-collar;married;basic.6y
1033;admin.;married;university.degree
1034;management;married;high.school
1035;management;married;basic.9y
1036;services;married;high.school
1037;blue-collar;married;high.school
1038;blue-collar;single;professional.course
1039;entrepreneur;married;basic.9y
1040;services;married;high.school
1041;services;single;high.school
1042;services;married;high.school
1042;services;married;high.school
1043;management;married;basic.6y
1043;management;married;basic.6y
1044;services;married;high.school
1045;unemployed;married;university.degree
1046;admin.;married;university.degree
1047;admin.;married;university.degree
1048;self-employed;single;university.degree
1048;self-employed;single;university.degree
1049;services;single;basic.9y
1050;unemployed;unknown;university.degree
1051;services;married;unknown
1052;admin.;married;university.degree
1053;blue-collar;single;basic.9y
1053;blue-collar;single;basic.9y
1054;blue-collar;single;basic.9y
1055;services;married;basic.9y
1056;technician;married;professional.course
1057;blue-collar;married;basic.4y
1058;self-employed;married;basic.9y
1058;self-employed;married;basic.9y
1059;unknown;divorced;high.school
1060;admin.;married;university.degree
1061;retired;married;basic.4y
1062;admin.;married;high.school
1062;admin.;married;high.school
1063;services;married;high.school
1064;blue-collar;single;basic.9y
1065;services;divorced;basic.4y
1066;student;single;basic.4y
1067;services;divorced;high.school
1068;admin.;divorced;university.degree
1069;admin.;married;high.school
1070;blue-collar;married;basic.4y
1071;unemployed;single;university.degree
1072;services;married;high.school
1072;services;married;high.school
1073;admin.;single;high.school
1074;management;married;university.degree
1075;admin.;married;university.degree
1075;admin.;married;university.degree
1076;services;single;basic.9y
1077;admin.;married;high.school
1078;admin.;married;basic.9y
1079;technician;single;university.degree
1080;blue-collar;married;basic.9y
1081;self-employed;married;basic.9y
1082;technician;single;high.school
1083;unknown;married;unknown
1084;blue-collar;married;high.school
1085;unemployed;single;basic.9y
1086;blue-collar;married;basic.9y
1087;admin.;single;university.degree
1088;services;married;high.school
1089;self-employed;divorced;high.school
1090;admin.;divorced;high.school
1091;blue-collar;married;basic.6y
1092;blue-collar;married;basic.6y
1093;blue-collar;married;basic.9y
1094;admin.;single;university.degree
1095;blue-collar;married;basic.4y
1096;admin.;single;university.degree
1097;management;married;high.school
1098;blue-collar;married;basic.9y
1099;admin.;single;university.degree
1100;technician;married;high.school
1101;blue-collar;married;basic.4y
1102;blue-collar;married;basic.9y
1103;admin.;married;university.degree
1104;blue-collar;divorced;basic.6y
1105;admin.;married;basic.9y
1105;admin.;married;basic.9y
1106;technician;married;high.school
1107;admin.;single;university.degree
1107;admin.;single;university.degree
1108;blue-collar;divorced;basic.9y
1109;unknown;married;basic.9y
1110;entrepreneur;married;university.degree
1111;retired;single;basic.9y
1112;technician;single;professional.course
1113;admin.;single;high.school
1114;blue-collar;married;professional.course
1115;blue-collar;single;basic.9y
1115;blue-collar;single;basic.9y
1116;entrepreneur;single;basic.9y
1117;technician;single;high.school
1118;services;married;high.school
1119;services;married;high.school
1120;admin.;married;university.degree
1121;self-employed;married;university.degree
1122;admin.;single;university.degree
1123;housemaid;married;basic.4y
1124;housemaid;divorced;basic.4y
1125;technician;single;basic.9y
1126;management;single;university.degree
1127;blue-collar;married;basic.4y
1128;technician;single;professional.course
1129;admin.;single;university.degree
1130;blue-collar;divorced;high.school
1131;blue-collar;single;basic.4y
1132;management;single;university.degree
1133;admin.;married;professional.course
1134;management;married;basic.4y
1135;technician;single;university.degree
1136;services;married;high.school
1137;blue-collar;single;high.school
1138;retired;married;basic.9y
1139;blue-collar;married;basic.9y
1139;blue-collar;married;basic.9y
1140;admin.;married;high.school
1141;admin.;married;high.school
1142;admin.;married;professional.course
1143;housemaid;single;university.degree
1144;admin.;single;high.school
1145;admin.;married;high.school
1146;blue-collar;single;basic.9y
1147;self-employed;married;professional.course
1148;admin.;married;high.school
1149;blue-collar;single;basic.9y
1150;blue-collar;single;basic.4y
1150;blue-collar;single;basic.4y
1151;entrepreneur;married;basic.4y
1152;admin.;single;university.degree
1153;admin.;married;high.school
1154;unemployed;single;unknown
1155;services;married;high.school
1156;retired;married;basic.4y
1157;services;married;basic.9y
1158;admin.;married;high.school
1158;admin.;married;high.school
1159;admin.;single;unknown
1160;technician;married;basic.9y
1161;entrepreneur;married;professional.course
1162;services;married;basic.6y
1163;admin.;married;university.degree
1164;technician;married;unknown
1165;self-employed;married;basic.9y
1166;blue-collar;married;basic.6y
1167;unemployed;married;university.degree
1168;admin.;married;university.degree
1169;blue-collar;single;basic.9y
1170;blue-collar;married;professional.course
1171;admin.;single;high.school
1172;blue-collar;divorced;unknown
1173;services;married;high.school
1174;blue-collar;single;basic.4y
1174;blue-collar;single;basic.4y
1175;management;married;university.degree
1176;blue-collar;single;basic.9y
1177;admin.;married;high.school
1178;services;married;unknown
1179;housemaid;married;basic.4y
1180;services;married;basic.9y
1181;entrepreneur;divorced;unknown
1182;blue-collar;married;basic.9y
1183;admin.;single;university.degree
1184;management;single;high.school
1185;blue-collar;married;basic.9y
1186;admin.;married;unknown
1187;self-employed;married;university.degree
1188;technician;married;professional.course
1188;technician;married;professional.course
1189;unemployed;married;basic.4y
1190;technician;married;university.degree
1190;technician;married;university.degree
1191;unemployed;married;professional.course
1192;entrepreneur;married;basic.9y
1193;blue-collar;married;basic.9y
1194;blue-collar;married;basic.9y
1195;admin.;married;university.degree
1196;services;married;high.school
1197;technician;married;unknown
1198;entrepreneur;divorced;high.school
1199;management;married;high.school
1200;blue-collar;married;basic.4y
1201;housemaid;single;basic.4y
1202;services;single;high.school
1203;management;married;university.degree
1204;services;divorced;basic.4y
1205;blue-collar;married;professional.course
1205;blue-collar;married;professional.course
1206;blue-collar;married;basic.6y
1207;retired;married;basic.4y
1208;entrepreneur;married;university.degree
1209;admin.;married;high.school
1210;admin.;divorced;high.school
1211;blue-collar;single;basic.9y
1212;blue-collar;single;basic.9y
1213;admin.;single;high.school
1214;services;divorced;high.school
1215;entrepreneur;divorced;basic.6y
1216;retired;divorced;basic.4y
1217;services;divorced;high.school
1218;admin.;married;university.degree
1219;technician;single;basic.9y
1220;retired;married;basic.4y
1221;unemployed;divorced;university.degree
1222;technician;single;high.school
1223;technician;single;university.degree
1224;housemaid;divorced;basic.4y
1225;technician;married;high.school
1226;services;single;high.school
1227;unemployed;married;high.school
1228;admin.;married;university.degree
1229;admin.;married;university.degree
1229;admin.;married;university.degree
1230;technician;single;university.degree
1231;admin.;divorced;high.school
1232;technician;married;high.school
1233;technician;married;professional.course
1234;admin.;married;high.school
1235;technician;married;high.school
1236;blue-collar;married;basic.6y
1237;services;married;basic.9y
1238;blue-collar;married;basic.4y
1238;blue-collar;married;basic.4y
1239;technician;divorced;basic.9y
1240;admin.;divorced;university.degree
1241;blue-collar;married;basic.9y
1242;management;single;university.degree
1243;admin.;married;university.degree
1243;admin.;married;university.degree
1244;services;single;high.school
1245;blue-collar;single;basic.9y
1246;entrepreneur;married;university.degree
1247;unemployed;married;basic.9y
1248;self-employed;married;professional.course
1249;blue-collar;single;high.school
1250;self-employed;married;university.degree
1251;admin.;married;high.school
1252;technician;married;professional.course
1253;admin.;single;university.degree
1254;blue-collar;married;basic.6y
1255;retired;married;basic.4y
1256;technician;married;university.degree
1257;self-employed;single;university.degree
1258;retired;married;basic.4y
1259;services;single;basic.4y
1259;services;single;basic.4y
1260;admin.;single;university.degree
1261;retired;married;high.school
1262;admin.;divorced;university.degree
1262;admin.;divorced;university.degree
1263;blue-collar;married;basic.6y
1264;management;divorced;university.degree
1265;student;single;unknown
1266;services;married;high.school
1267;management;married;university.degree
1268;blue-collar;divorced;basic.4y
1269;entrepreneur;married;university.degree
1270;retired;married;university.degree
1271;admin.;divorced;university.degree
1272;admin.;married;university.degree
1273;admin.;single;high.school
1274;admin.;single;university.degree
1275;services;married;high.school
1276;student;single;high.school
1277;blue-collar;married;professional.course
1278;student;single;professional.course
1279;admin.;married;high.school
1280;blue-collar;married;basic.9y
1281;management;married;university.degree
1282;blue-collar;married;basic.9y
1283;unknown;married;basic.9y
1284;retired;divorced;basic.4y
1285;self-employed;married;high.school
1286;self-employed;divorced;university.degree
1287;management;married;university.degree
1288;services;single;high.school
1289;services;single;high.school
1289;services;single;high.school
1290;retired;unknown;university.degree
1290;retired;unknown;university.degree
1291;technician;married;high.school
1292;management;married;university.degree
1293;technician;divorced;professional.course
1294;admin.;single;basic.4y
1295;management;married;university.degree
1296;technician;single;high.school
1297;self-employed;married;high.school
1298;unemployed;married;university.degree
1299;management;married;university.degree
1300;management;single;university.degree
1300;management;single;university.degree
1301;services;married;professional.course
1302;services;single;basic.9y
1303;blue-collar;married;high.school
1304;admin.;married;university.degree
1305;blue-collar;married;basic.6y
1306;admin.;married;high.school
1307;technician;married;professional.course
1308;blue-collar;married;high.school
1309;management;married;university.degree
1310;blue-collar;married;basic.4y
1310;blue-collar;married;basic.4y
1311;technician;married;university.degree
1312;blue-collar;married;basic.4y
1313;management;married;university.degree
1314;blue-collar;married;high.school
1314;blue-collar;married;high.school
1315;retired;married;high.school
1316;retired;married;university.degree
1317;technician;married;professional.course
1318;admin.;single;university.degree
1319;admin.;married;high.school
1320;technician;single;professional.course
1321;admin.;single;university.degree
1322;technician;married;university.degree
1322;technician;married;university.degree
1323;blue-collar;married;basic.6y
1324;admin.;married;university.degree
1325;services;married;high.school
1326;self-employed;single;university.degree
1327;blue-collar;divorced;high.school
1328;technician;single;high.school
1329;unemployed;married;high.school
1330;unknown;married;unknown
1331;services;married;high.school
1332;admin.;divorced;university.degree
1333;admin.;married;university.degree
1334;retired;married;basic.4y
1335;entrepreneur;married;high.school
1336;services;married;unknown
1337;services;married;high.school
1337;services;married;high.school
1338;admin.;married;university.degree
1339;blue-collar;married;basic.6y
1340;services;married;high.school
1341;admin.;married;university.degree
1342;services;married;high.school
1343;management;single;university.degree
1344;management;divorced;high.school
1345;services;divorced;basic.9y
1346;admin.;married;university.degree
1346;admin.;married;university.degree
1347;services;married;high.school
1348;admin.;single;high.school
1349;blue-collar;married;basic.6y
1350;blue-collar;married;high.school
1351;blue-collar;married;basic.9y
1352;unemployed;married;professional.course
1353;student;single;high.school
1354;admin.;single;university.degree
1355;blue-collar;married;basic.9y
1356;management;divorced;university.degree
1357;blue-collar;single;basic.6y
1358;admin.;single;high.school
1359;admin.;married;high.school
1360;blue-collar;married;basic.4y
1361;blue-collar;single;basic.6y
1362;admin.;single;high.school
1363;technician;single;professional.course
1364;retired;divorced;university.degree
1365;services;single;basic.9y
1366;admin.;divorced;high.school
1367;entrepreneur;single;university.degree
1368;admin.;single;university.degree
1369;admin.;single;university.degree
1370;technician;married;professional.course
1371;services;married;high.school
1372;technician;married;high.school
1373;management;divorced;high.school
1374;retired;married;basic.4y
1375;admin.;single;university.degree
1376;services;single;high.school
1377;admin.;single;university.degree
1378;student;single;unknown
1378;student;single;unknown
1379;blue-collar;divorced;basic.9y
1379;blue-collar;divorced;basic.9y
1380;admin.;married;university.degree
1381;blue-collar;married;basic.4y
1382;services;married;high.school
1383;admin.;single;university.degree
1384;unknown;married;unknown
1385;entrepreneur;married;basic.4y
1386;admin.;married;university.degree
1387;admin.;single;university.degree
1388;technician;married;professional.course
1389;admin.;single;university.degree
1390;technician;married;professional.course
1391;blue-collar;married;basic.6y
1392;admin.;married;high.school
1393;admin.;divorced;university.degree
1394;management;married;university.degree
1394;management;married;university.degree
1395;services;married;high.school
1396;management;married;university.degree
1396;management;married;university.degree
1397;blue-collar;married;basic.9y
1398;admin.;married;high.school
1399;technician;single;university.degree
1399;technician;single;university.degree
1400;admin.;married;university.degree
1401;technician;married;university.degree
1402;technician;single;high.school
1403;admin.;single;high.school
1404;admin.;divorced;university.degree
1405;admin.;married;university.degree
1406;blue-collar;married;basic.4y
1406;blue-collar;married;basic.4y
1407;admin.;married;university.degree
1408;admin.;single;university.degree
1409;self-employed;single;high.school
1410;admin.;single;university.degree
1411;technician;single;basic.9y
1412;technician;married;professional.course
1413;services;single;basic.9y
1414;entrepreneur;married;professional.course
1415;unemployed;married;professional.course
1416;blue-collar;single;basic.6y
1417;admin.;married;university.degree
1418;technician;single;professional.course
1419;blue-collar;divorced;basic.9y
1420;services;married;basic.9y
1421;blue-collar;married;basic.6y
1422;blue-collar;single;basic.9y
1423;technician;married;university.degree
1424;entrepreneur;divorced;basic.4y
1425;management;married;university.degree
1426;retired;married;university.degree
1426;retired;married;university.degree
1427;blue-collar;married;basic.6y
1428;unemployed;married;university.degree
1429;services;married;high.school
1430;admin.;married;high.school
1431;services;married;basic.4y
1432;admin.;married;high.school
1433;blue-collar;single;basic.4y
1434;self-employed;single;university.degree
1435;blue-collar;married;basic.9y
1436;services;married;high.school
1437;admin.;married;university.degree
1438;entrepreneur;married;basic.9y
1439;admin.;single;high.school
1440;admin.;divorced;university.degree
1441;technician;married;professional.course
1442;self-employed;married;basic.4y
1443;services;married;basic.6y
1444;technician;single;unknown
1445;housemaid;single;university.degree
1446;admin.;married;university.degree
1447;blue-collar;single;basic.4y
1448;blue-collar;divorced;basic.9y
1449;blue-collar;married;basic.9y
1449;blue-collar;married;basic.9y
1450;admin.;single;basic.6y
1451;blue-collar;married;basic.9y
1452;services;married;high.school
1452;services;married;high.school
1453;self-employed;divorced;university.degree
1454;admin.;married;basic.9y
1455;technician;single;professional.course
1456;blue-collar;married;basic.4y
1457;services;married;high.school
1457;services;married;high.school
1458;admin.;divorced;high.school
1459;management;married;university.degree
1460;management;married;high.school
1461;admin.;single;high.school
1462;blue-collar;divorced;high.school
1463;technician;divorced;unknown
1464;entrepreneur;married;basic.9y
1465;unknown;married;professional.course
1466;technician;single;professional.course
1467;services;married;high.school
1468;technician;married;university.degree
1469;retired;single;university.degree
1470;admin.;single;university.degree
1471;services;married;high.school
1472;technician;divorced;university.degree
1473;services;single;high.school
1474;technician;single;professional.course
1475;services;single;basic.9y
1476;services;single;high.school
1477;admin.;single;university.degree
1478;student;single;unknown
1479;technician;married;professional.course
1480;blue-collar;married;high.school
1481;management;single;university.degree
1482;admin.;married;high.school
1483;blue-collar;single;professional.course
1484;blue-collar;married;basic.4y
1484;blue-collar;married;basic.4y
1485;admin.;single;university.degree
1486;technician;married;university.degree
1487;technician;married;university.degree
1488;services;married;high.school
1489;technician;divorced;professional.course
1489;technician;divorced;professional.course
1490;retired;married;professional.course
1491;admin.;single;high.school
1492;housemaid;married;unknown
1492;housemaid;married;unknown
1493;technician;divorced;university.degree
1494;blue-collar;married;basic.4y
1495;technician;married;university.degree
1496;management;married;unknown
1497;retired;single;high.school
1498;technician;married;professional.course
1499;housemaid;divorced;basic.9y
1500;admin.;married;high.school
1500;admin.;married;high.school
1501;admin.;married;university.degree
1502;admin.;divorced;university.degree
1503;admin.;married;university.degree
1504;technician;divorced;high.school
1505;blue-collar;single;basic.9y
1506;blue-collar;single;basic.9y
1507;technician;married;university.degree
1507;technician;married;university.degree
1508;admin.;married;basic.6y
1509;technician;single;professional.course
1510;blue-collar;married;basic.6y
1511;student;single;professional.course
1512;unemployed;married;high.school
1513;blue-collar;married;basic.4y
1514;unemployed;married;basic.9y
1515;services;married;high.school
1516;blue-collar;married;basic.6y
1517;admin.;single;professional.course
1518;admin.;married;university.degree
1519;blue-collar;single;basic.9y
1520;admin.;married;basic.4y
1521;blue-collar;married;basic.6y
1522;admin.;single;university.degree
1523;admin.;divorced;basic.9y
1524;services;married;high.school
1525;technician;married;university.degree
1526;admin.;single;university.degree
1527;services;married;high.school
1528;blue-collar;married;high.school
1529;blue-collar;married;basic.4y
1530;admin.;single;high.school
1531;retired;divorced;basic.9y
1532;retired;married;basic.4y
1533;blue-collar;married;high.school
1534;housemaid;married;basic.6y
1535;blue-collar;married;professional.course
1536;admin.;married;high.school
1537;management;married;university.degree
1537;management;married;university.degree
1538;technician;married;professional.course
1539;services;married;basic.9y
1539;services;married;basic.9y
1540;services;single;university.degree
1541;retired;married;basic.4y
1542;services;single;high.school
1543;technician;married;university.degree
1544;retired;married;basic.9y
1545;technician;married;professional.course
1546;retired;married;high.school
1547;admin.;divorced;high.school
1548;admin.;married;university.degree
1549;blue-collar;single;basic.9y
1550;services;divorced;high.school
1551;blue-collar;married;high.school
1552;blue-collar;married;unknown
1553;technician;divorced;professional.course
1554;admin.;married;university.degree
1555;blue-collar;single;university.degree
1556;technician;married;professional.course
1557;blue-collar;divorced;basic.4y
1558;blue-collar;married;basic.9y
1559;admin.;single;high.school
1559;admin.;single;high.school
1560;admin.;married;university.degree
1561;admin.;divorced;unknown
1562;management;single;university.degree
1563;technician;married;professional.course
1564;blue-collar;married;high.school
1564;blue-collar;married;high.school
1565;admin.;married;university.degree
1566;admin.;single;university.degree
1567;admin.;single;university.degree
1568;blue-collar;single;basic.4y
1569;admin.;divorced;university.degree
1570;admin.;married;high.school
1571;services;married;basic.4y
1572;entrepreneur;married;university.degree
1573;admin.;married;high.school
1573;admin.;married;high.school
1574;management;married;university.degree
1575;technician;single;university.degree
1576;blue-collar;single;high.school
1577;technician;single;professional.course
1578;admin.;single;high.school
1579;retired;married;basic.6y
1580;services;single;high.school
1581;technician;single;professional.course
1582;entrepreneur;single;basic.6y
1583;services;married;unknown
1584;technician;married;university.degree
1584;technician;married;university.degree
1585;admin.;divorced;university.degree
1586;services;married;basic.9y
1587;admin.;divorced;university.degree
1588;blue-collar;married;high.school
1589;management;married;university.degree
1590;technician;married;professional.course
1591;technician;married;professional.course
1592;retired;married;basic.4y
1593;technician;married;professional.course
1594;admin.;single;university.degree
1595;admin.;single;university.degree
1596;blue-collar;divorced;basic.4y
1597;blue-collar;married;basic.6y
1598;admin.;married;high.school
1599;entrepreneur;married;university.degree
1600;services;divorced;high.school
1601;self-employed;single;basic.9y
1602;technician;married;professional.course
1603;entrepreneur;married;university.degree
1604;self-employed;married;basic.9y
1605;student;single;high.school
1606;entrepreneur;single;basic.6y
1607;blue-collar;divorced;unknown
1608;blue-collar;married;basic.4y
1609;admin.;divorced;university.degree
1610;admin.;divorced;high.school
1611;admin.;single;high.school
1612;retired;married;basic.4y
1613;retired;married;university.degree
1613;retired;married;university.degree
1614;admin.;divorced;basic.9y
1615;blue-collar;divorced;basic.4y
1615;blue-collar;divorced;basic.4y
1616;services;married;high.school
1617;blue-collar;single;basic.9y
1618;technician;divorced;professional.course
1619;unknown;married;unknown
1619;unknown;married;unknown
1620;blue-collar;married;basic.4y
1621;admin.;married;university.degree
1622;admin.;married;university.degree
1622;admin.;married;university.degree
1623;entrepreneur;married;university.degree
1624;blue-collar;single;basic.4y
1624;blue-collar;single;basic.4y
1625;housemaid;married;basic.4y
1626;unemployed;married;high.school
1627;housemaid;married;unknown
1627;housemaid;married;unknown
1628;blue-collar;single;basic.9y
1629;student;single;unknown
1630;blue-collar;married;basic.4y
1631;blue-collar;single;basic.9y
1632;technician;married;professional.course
1633;admin.;married;university.degree
1633;admin.;married;university.degree
1634;blue-collar;married;basic.9y
1635;blue-collar;married;basic.4y
1636;technician;married;professional.course
1637;self-employed;single;university.degree
1638;technician;divorced;professional.course
1639;entrepreneur;married;basic.4y
1640;admin.;married;university.degree
1641;blue-collar;married;basic.6y
1642;technician;single;high.school
1643;unknown;married;unknown
1644;technician;married;professional.course
1645;admin.;unknown;university.degree
1645;admin.;unknown;university.degree
1646;admin.;married;university.degree
1647;blue-collar;married;basic.9y
1648;blue-collar;married;basic.4y
1649;management;single;university.degree
1650;blue-collar;single;basic.9y
1651;blue-collar;married;university.degree
1651;blue-collar;married;university.degree
1652;retired;married;professional.course
1653;services;divorced;high.school
1654;admin.;single;university.degree
1655;management;divorced;university.degree
1656;services;single;high.school
1657;admin.;married;university.degree
1658;blue-collar;married;basic.9y
1659;services;single;high.school
1660;blue-collar;divorced;basic.4y
1660;blue-collar;divorced;basic.4y
1661;technician;single;university.degree
1662;student;single;unknown
1663;blue-collar;married;professional.course
1664;blue-collar;married;basic.9y
1665;blue-collar;married;basic.9y
1666;blue-collar;married;basic.9y
1667;unemployed;married;university.degree
1668;admin.;married;high.school
1669;blue-collar;married;basic.4y
1670;blue-collar;married;professional.course
1671;student;single;high.school
1672;technician;married;university.degree
1673;retired;divorced;high.school
1674;admin.;single;university.degree
1675;self-employed;divorced;professional.course
1675;self-employed;divorced;professional.course
1676;management;married;university.degree
1677;admin.;single;university.degree
1678;technician;divorced;professional.course
1679;blue-collar;married;unknown
1680;blue-collar;single;high.school
1681;admin.;divorced;high.school
1682;technician;single;professional.course
1683;self-employed;married;university.degree
1684;student;single;basic.9y
1685;unemployed;single;university.degree
1686;blue-collar;single;high.school
1687;admin.;single;high.school
1688;technician;married;professional.course
1689;technician;single;professional.course
1690;technician;single;professional.course
1691;blue-collar;married;basic.6y
1692;technician;married;professional.course
1693;technician;married;unknown
1694;admin.;married;high.school
1695;blue-collar;single;basic.9y
1696;admin.;married;high.school
1697;technician;married;professional.course
1698;retired;married;university.degree
1699;unemployed;married;basic.6y
1700;admin.;married;university.degree
1701;blue-collar;married;basic.6y
1702;admin.;married;high.school
1703;blue-collar;married;basic.6y
1704;admin.;single;university.degree
1704;admin.;single;university.degree
1705;admin.;married;university.degree
1706;management;married;university.degree
1707;blue-collar;married;professional.course
1708;admin.;single;high.school
1709;entrepreneur;married;professional.course
1710;blue-collar;single;basic.4y
1711;management;married;high.school
1712;technician;married;professional.course
1713;admin.;married;university.degree
1714;admin.;single;university.degree
1715;self-employed;married;university.degree
1716;entrepreneur;married;high.school
1717;admin.;married;basic.9y
1718;housemaid;married;university.degree
1719;housemaid;married;high.school
1720;management;divorced;university.degree
1721;admin.;divorced;high.school
1722;unemployed;divorced;basic.4y
1723;blue-collar;single;basic.6y
1724;blue-collar;married;basic.4y
1725;blue-collar;married;basic.6y
1726;admin.;married;university.degree
1727;admin.;married;university.degree
1728;retired;married;professional.course
1729;admin.;single;basic.9y
1730;blue-collar;married;basic.9y
1730;blue-collar;married;basic.9y
1731;entrepreneur;married;university.degree
1732;management;married;high.school
1733;admin.;single;unknown
1734;technician;single;high.school
1735;blue-collar;married;basic.6y
1736;unemployed;single;basic.4y
1737;admin.;married;high.school
1738;blue-collar;single;basic.4y
1739;admin.;single;high.school
1740;housemaid;married;high.school
1741;technician;single;university.degree
1742;admin.;single;university.degree
1743;technician;single;university.degree
1744;blue-collar;single;basic.9y
1745;blue-collar;married;unknown
1746;technician;married;professional.course
1747;blue-collar;married;basic.6y
1747;blue-collar;married;basic.6y
1748;entrepreneur;married;university.degree
1749;admin.;married;professional.course
1750;services;single;high.school
1750;services;single;high.school
1751;blue-collar;married;basic.9y
1752;admin.;single;university.degree
1753;management;married;basic.9y
1753;management;married;basic.9y
1754;admin.;married;university.degree
1755;retired;married;basic.6y
1756;admin.;single;university.degree
1757;management;divorced;university.degree
1758;blue-collar;married;basic.9y
1759;technician;married;professional.course
1760;technician;single;professional.course
1761;unknown;divorced;high.school
1761;unknown;divorced;high.school
1762;blue-collar;married;basic.9y
1763;student;single;high.school
1764;blue-collar;divorced;basic.4y
1765;self-employed;married;basic.9y
1765;self-employed;married;basic.9y
1766;technician;single;university.degree
1767;admin.;single;university.degree
1767;admin.;single;university.degree
1768;management;married;university.degree
1769;student;single;high.school
1770;technician;single;professional.course
1771;technician;divorced;university.degree
1772;blue-collar;married;basic.4y
1773;management;married;university.degree
1774;blue-collar;single;basic.4y
1775;admin.;single;high.school
1776;retired;married;professional.course
1776;retired;married;professional.course
1777;technician;married;high.school
1778;technician;married;basic.6y
1779;services;married;high.school
1780;management;married;unknown
1781;admin.;married;university.degree
1782;services;single;high.school
1783;admin.;married;university.degree
1784;admin.;single;university.degree
1784;admin.;single;university.degree
1785;admin.;married;high.school
1786;management;married;university.degree
1787;services;married;high.school
1788;technician;single;professional.course
1789;blue-collar;married;unknown
1789;blue-collar;married;unknown
1790;blue-collar;married;basic.4y
1791;admin.;single;university.degree
1792;admin.;married;university.degree
1793;technician;single;professional.course
1794;management;divorced;university.degree
1795;blue-collar;married;basic.6y
1796;technician;single;professional.course
1797;retired;married;unknown
1798;blue-collar;married;professional.course
1799;entrepreneur;divorced;high.school
1800;technician;married;high.school
1801;technician;single;university.degree
1802;housemaid;married;high.school
1803;technician;married;basic.9y
1804;services;married;basic.9y
1805;self-employed;married;university.degree
1806;services;married;high.school
1807;blue-collar;married;basic.4y
1808;retired;single;basic.4y
1808;retired;single;basic.4y
1809;services;divorced;basic.4y
1810;services;divorced;high.school
1811;admin.;married;university.degree
1812;admin.;divorced;high.school
1813;entrepreneur;married;university.degree
1814;self-employed;single;university.degree
1815;technician;single;university.degree
1816;unemployed;single;basic.9y
1817;services;married;high.school
1818;technician;married;high.school
1819;admin.;married;basic.9y
1820;admin.;married;high.school
1821;technician;single;university.degree
1822;technician;married;university.degree
1823;services;married;high.school
1824;services;single;basic.6y
1825;services;married;high.school
1826;admin.;married;high.school
1827;admin.;married;professional.course
1828;admin.;married;basic.9y
1829;blue-collar;married;basic.9y
1830;entrepreneur;married;basic.9y
1830;entrepreneur;married;basic.9y
1831;blue-collar;married;basic.4y
1832;unknown;single;basic.4y
1832;unknown;single;basic.4y
1833;unemployed;married;basic.9y
1834;technician;single;university.degree
1834;technician;single;university.degree
1835;blue-collar;married;professional.course
1836;entrepreneur;divorced;university.degree
1836;entrepreneur;divorced;university.degree
1837;blue-collar;married;basic.6y
1838;admin.;married;university.degree
1839;self-employed;married;high.school
1840;services;married;high.school
1841;admin.;married;university.degree
1841;admin.;married;university.degree
