id,age,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,job,marital,education
1203,55,no,no,no,cellular,aug,mon,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,management,married,university.degree
1204,47,no,yes,no,telephone,jun,fri,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,services,divorced,basic.4y
1205,36,unknown,yes,no,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,blue-collar,married,professional.course
1206,33,unknown,yes,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,blue-collar,married,basic.6y
1207,60,unknown,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,retired,married,basic.4y
1208,49,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,entrepreneur,married,university.degree
1209,35,unknown,unknown,unknown,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,admin.,married,high.school
1210,47,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,admin.,divorced,high.school
1211,30,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar,single,basic.9y
1212,27,no,no,yes,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,blue-collar,single,basic.9y
1213,36,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,admin.,single,high.school
1214,46,no,no,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no,services,divorced,high.school
1215,30,no,no,yes,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no,entrepreneur,divorced,basic.6y
1216,88,no,yes,yes,cellular,mar,wed,2,999,0,nonexistent,-1.8,92.843,-50.0,1.663,5099.1,no,retired,divorced,basic.4y
1217,45,unknown,no,no,telephone,may,mon,12,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,services,divorced,high.school
1218,30,no,yes,yes,cellular,apr,thu,6,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,admin.,married,university.degree
1219,43,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,technician,single,basic.9y
1220,48,unknown,yes,yes,telephone,jul,mon,17,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,retired,married,basic.4y
1221,56,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,unemployed,divorced,university.degree
1222,42,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,technician,single,high.school
1223,30,no,yes,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,technician,single,university.degree
1224,56,unknown,yes,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,housemaid,divorced,basic.4y
1225,35,no,unknown,unknown,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,technician,married,high.school
1226,39,unknown,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,services,single,high.school
1227,49,no,yes,no,telephone,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no,unemployed,married,high.school
1228,30,no,yes,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no,admin.,married,university.degree
1229,39,no,no,no,telephone,jun,tue,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,admin.,married,university.degree
1230,32,no,yes,no,telephone,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,technician,single,university.degree
1231,59,unknown,no,yes,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,admin.,divorced,high.school
1233,49,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,technician,married,professional.course
1234,28,no,unknown,unknown,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,admin.,married,high.school
1235,39,no,yes,no,cellular,may,tue,4,3,1,success,-1.8,92.893,-46.2,1.291,5099.1,no,technician,married,high.school
1236,37,no,unknown,unknown,cellular,oct,fri,1,999,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,no,blue-collar,married,basic.6y
1237,51,no,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,services,married,basic.9y
1238,31,unknown,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,blue-collar,married,basic.4y
1239,59,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,technician,divorced,basic.9y
1240,46,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.,divorced,university.degree
1241,36,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,blue-collar,married,basic.9y
1242,28,no,no,no,telephone,jun,thu,5,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes,management,single,university.degree
1243,31,no,yes,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,admin.,married,university.degree
1244,26,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,services,single,high.school
1245,36,unknown,yes,no,cellular,jul,mon,8,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,blue-collar,single,basic.9y
1246,50,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,entrepreneur,married,university.degree
1247,41,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no,unemployed,married,basic.9y
1248,50,no,no,no,cellular,jul,thu,7,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no,self-employed,married,professional.course
1249,32,no,no,yes,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,blue-collar,single,high.school
1250,56,no,no,no,cellular,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,self-employed,married,university.degree
1251,42,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,admin.,married,high.school
1252,38,unknown,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,technician,married,professional.course
1253,36,no,no,no,telephone,may,mon,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no,admin.,single,university.degree
1254,45,no,yes,no,telephone,jun,mon,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,blue-collar,married,basic.6y
1255,52,unknown,unknown,unknown,cellular,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,retired,married,basic.4y
1256,55,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,technician,married,university.degree
1257,38,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,self-employed,single,university.degree
1258,71,no,yes,yes,cellular,oct,tue,1,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,no,retired,married,basic.4y
1259,22,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no,services,single,basic.4y
1260,30,no,no,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes,admin.,single,university.degree
1261,78,no,yes,no,cellular,may,mon,2,3,2,failure,-1.8,92.893,-46.2,1.264,5099.1,no,retired,married,high.school
1262,30,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,admin.,divorced,university.degree
1263,51,no,yes,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,no,blue-collar,married,basic.6y
1264,35,no,unknown,unknown,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,management,divorced,university.degree
1265,26,no,yes,no,cellular,nov,wed,2,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no,student,single,unknown
1266,34,no,no,no,telephone,jun,fri,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,services,married,high.school
1267,49,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,management,married,university.degree
1268,50,no,no,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,blue-collar,divorced,basic.4y
1269,51,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,entrepreneur,married,university.degree
1270,57,no,yes,no,cellular,aug,wed,1,999,1,failure,-2.9,92.201,-31.4,0.834,5076.2,no,retired,married,university.degree
1271,33,no,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,admin.,divorced,university.degree
1272,35,no,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,admin.,married,university.degree
1273,37,no,no,no,cellular,jul,thu,2,7,3,success,-1.7,94.215,-40.3,0.782,4991.6,yes,admin.,single,high.school
1274,39,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,admin.,single,university.degree
1275,39,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,services,married,high.school
1276,20,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,no,student,single,high.school
1277,55,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar,married,professional.course
1278,27,no,no,no,telephone,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.245,5195.8,no,student,single,professional.course
1279,33,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,admin.,married,high.school
1280,24,unknown,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,blue-collar,married,basic.9y
1281,39,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,management,married,university.degree
1282,55,no,yes,yes,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,blue-collar,married,basic.9y
1283,35,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,unknown,married,basic.9y
1284,55,unknown,no,no,cellular,may,wed,4,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes,retired,divorced,basic.4y
1285,42,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,self-employed,married,high.school
1286,50,no,no,no,cellular,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,self-employed,divorced,university.degree
1287,39,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no,management,married,university.degree
1288,40,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,services,single,high.school
1289,51,unknown,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,services,single,high.school
1290,59,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,retired,unknown,university.degree
1291,54,no,no,no,cellular,apr,mon,3,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no,technician,married,high.school
1292,42,unknown,yes,no,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,management,married,university.degree
1293,33,no,yes,yes,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no,technician,divorced,professional.course
1294,26,no,yes,yes,telephone,jun,tue,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,admin.,single,basic.4y
1295,27,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,no,management,married,university.degree
1296,30,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,technician,single,high.school
1297,42,unknown,yes,no,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,self-employed,married,high.school
1298,53,no,unknown,unknown,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,unemployed,married,university.degree
1299,36,no,unknown,unknown,cellular,sep,wed,1,6,4,failure,-1.1,94.199,-37.5,0.876,4963.6,yes,management,married,university.degree
1300,29,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,management,single,university.degree
1301,45,no,unknown,unknown,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,services,married,professional.course
1302,35,no,no,no,cellular,jul,fri,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,services,single,basic.9y
1303,33,unknown,yes,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50.0,1.51,5099.1,no,blue-collar,married,high.school
1304,38,no,yes,no,cellular,aug,tue,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,admin.,married,university.degree
1305,29,no,no,yes,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,blue-collar,married,basic.6y
1306,32,no,yes,yes,telephone,apr,mon,1,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no,admin.,married,high.school
1308,36,no,yes,no,cellular,dec,thu,1,999,0,nonexistent,-0.2,92.756,-45.9,3.329,5176.3,no,blue-collar,married,high.school
1309,51,no,no,no,telephone,jun,wed,17,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,management,married,university.degree
1310,34,no,no,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,blue-collar,married,basic.4y
1311,50,no,yes,yes,cellular,sep,wed,2,999,0,nonexistent,-3.4,92.379,-29.8,0.749,5017.5,no,technician,married,university.degree
1312,54,unknown,no,no,cellular,aug,thu,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,blue-collar,married,basic.4y
1313,53,no,no,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,management,married,university.degree
1314,52,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,blue-collar,married,high.school
1315,71,no,no,no,cellular,sep,mon,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes,retired,married,high.school
1316,52,no,yes,yes,telephone,nov,mon,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,retired,married,university.degree
1317,53,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,technician,married,professional.course
1318,36,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,admin.,single,university.degree
1319,43,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,admin.,married,high.school
1320,31,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,technician,single,professional.course
1321,58,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,admin.,single,university.degree
1322,46,no,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no,technician,married,university.degree
1323,38,unknown,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,blue-collar,married,basic.6y
1324,34,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,admin.,married,university.degree
1325,37,unknown,yes,no,telephone,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no,services,married,high.school
1326,40,no,no,yes,cellular,jun,wed,4,999,0,nonexistent,-2.9,92.963,-40.8,1.244,5076.2,no,self-employed,single,university.degree
1327,42,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,blue-collar,divorced,high.school
1328,40,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,technician,single,high.school
1329,27,no,yes,no,telephone,jun,fri,13,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,unemployed,married,high.school
1330,57,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,unknown,married,unknown
1331,45,unknown,yes,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,services,married,high.school
1332,46,no,yes,yes,cellular,nov,wed,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no,admin.,divorced,university.degree
1333,47,no,yes,yes,cellular,jul,wed,3,999,2,failure,-1.7,94.215,-40.3,0.896,4991.6,no,admin.,married,university.degree
1334,56,unknown,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,retired,married,basic.4y
1335,32,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,entrepreneur,married,high.school
1336,54,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,services,married,unknown
1337,58,no,no,no,cellular,aug,fri,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,services,married,high.school
1338,30,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,admin.,married,university.degree
1339,39,unknown,no,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,blue-collar,married,basic.6y
1340,41,unknown,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,services,married,high.school
1341,32,no,yes,no,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,admin.,married,university.degree
1343,29,no,yes,yes,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,management,single,university.degree
1344,43,no,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,management,divorced,high.school
1345,41,no,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,services,divorced,basic.9y
1346,30,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,admin.,married,university.degree
1347,28,no,unknown,unknown,cellular,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no,services,married,high.school
1348,35,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no,admin.,single,high.school
1349,44,no,yes,no,telephone,sep,thu,1,999,0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,no,blue-collar,married,basic.6y
1350,25,unknown,yes,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,blue-collar,married,high.school
1351,47,unknown,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,blue-collar,married,basic.9y
1353,26,no,no,no,cellular,jul,tue,1,999,1,failure,-1.7,94.215,-40.3,0.893,4991.6,no,student,single,high.school
1354,35,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,admin.,single,university.degree
1355,34,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,blue-collar,married,basic.9y
1356,57,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,management,divorced,university.degree
1358,33,no,yes,no,cellular,oct,mon,2,6,2,failure,-3.4,92.431,-26.9,0.731,5017.5,no,admin.,single,high.school
1359,32,no,no,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,admin.,married,high.school
1360,47,unknown,yes,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no,blue-collar,married,basic.4y
1361,34,no,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no,blue-collar,single,basic.6y
1362,36,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,admin.,single,high.school
1363,28,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no,technician,single,professional.course
1364,72,no,no,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,no,retired,divorced,university.degree
1365,27,no,yes,yes,cellular,jul,tue,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,services,single,basic.9y
1366,43,no,yes,yes,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,admin.,divorced,high.school
1367,39,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,entrepreneur,single,university.degree
1368,27,no,no,no,cellular,mar,tue,4,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,yes,admin.,single,university.degree
1369,35,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,admin.,single,university.degree
1370,34,no,no,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,no,technician,married,professional.course
1371,36,unknown,yes,yes,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,services,married,high.school
1372,39,no,no,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes,technician,married,high.school
1373,35,no,yes,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,management,divorced,high.school
1374,56,no,no,no,cellular,nov,tue,3,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no,retired,married,basic.4y
1375,31,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes,admin.,single,university.degree
1376,31,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,services,single,high.school
1377,45,no,no,no,cellular,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,admin.,single,university.degree
1378,20,no,yes,yes,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,student,single,unknown
1379,42,no,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,blue-collar,divorced,basic.9y
1380,39,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,admin.,married,university.degree
1381,45,unknown,no,yes,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,blue-collar,married,basic.4y
1385,34,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,entrepreneur,married,basic.4y
1386,36,no,no,no,cellular,jul,mon,6,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,admin.,married,university.degree
1387,35,no,no,no,telephone,may,mon,13,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no,admin.,single,university.degree
1388,41,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,technician,married,professional.course
1389,42,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,admin.,single,university.degree
1390,39,no,yes,no,cellular,aug,mon,1,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,no,technician,married,professional.course
1391,34,unknown,no,yes,telephone,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,blue-collar,married,basic.6y
1392,52,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.,married,high.school
1393,47,no,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,yes,admin.,divorced,university.degree
1394,59,no,no,no,cellular,dec,thu,4,999,1,failure,-3.0,92.713,-33.0,0.7,5023.5,no,management,married,university.degree
1395,37,no,no,yes,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,services,married,high.school
1396,33,no,yes,no,cellular,may,wed,4,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,management,married,university.degree
1397,35,unknown,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,blue-collar,married,basic.9y
1398,33,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.,married,high.school
1399,40,no,yes,yes,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,technician,single,university.degree
1400,39,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.,married,university.degree
1401,32,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no,technician,married,university.degree
1402,29,no,yes,no,cellular,aug,tue,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,technician,single,high.school
1403,32,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,admin.,single,high.school
1404,35,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,admin.,divorced,university.degree
1405,36,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,admin.,married,university.degree
1406,38,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no,blue-collar,married,basic.4y
1407,32,no,yes,no,telephone,aug,tue,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,admin.,married,university.degree
1408,32,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no,admin.,single,university.degree
1409,34,no,yes,no,cellular,nov,tue,4,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no,self-employed,single,high.school
1410,42,no,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,yes,admin.,single,university.degree
1411,28,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no,technician,single,basic.9y
