id	age	default	housing	loan	contact	month	day_of_week	campaign	pdays	previous	poutcome	emp.var.rate	cons.price.idx	cons.conf.idx	euribor3m	nr.employed	y
919	36	no	yes	yes	cellular	may	wed	1	999	1	failure	-1.8	92.893	-46.2	1.281	5099.1	no
920	52	no	yes	no	cellular	nov	thu	5	999	1	failure	-0.1	93.2	-42.0	4.076	5195.8	no
921	34	no	yes	no	cellular	may	thu	3	999	1	failure	-1.8	92.893	-46.2	1.327	5099.1	no
922	37	no	yes	no	telephone	may	mon	4	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
923	25	no	no	no	cellular	may	wed	1	999	0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	no
924	48	no	no	no	cellular	aug	tue	1	999	0	nonexistent	1.4	93.444	-36.1	4.968	5228.1	no
925	36	no	yes	no	telephone	may	mon	4	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
926	27	no	no	no	telephone	may	tue	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
927	34	no	yes	no	cellular	apr	mon	2	999	0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
928	42	no	yes	yes	telephone	apr	fri	1	999	1	failure	-1.8	93.075	-47.1	1.405	5099.1	no
929	37	unknown	yes	no	cellular	jul	thu	1	999	0	nonexistent	1.4	93.918	-42.7	4.958	5228.1	no
930	41	unknown	no	no	telephone	jun	thu	2	999	0	nonexistent	1.4	94.465	-41.8	4.866	5228.1	no
931	51	unknown	yes	no	cellular	nov	tue	1	999	0	nonexistent	-0.1	93.2	-42.0	4.153	5195.8	no
932	27	unknown	no	no	cellular	jul	thu	3	999	0	nonexistent	1.4	93.918	-42.7	4.968	5228.1	no
933	35	no	yes	no	cellular	jul	fri	1	999	0	nonexistent	1.4	93.918	-42.7	4.957	5228.1	no
933	35	no	yes	no	cellular	jul	fri	1	999	0	nonexistent	1.4	93.918	-42.7	4.957	5228.1	no
934	31	no	yes	yes	cellular	nov	mon	1	999	0	nonexistent	-0.1	93.2	-42.0	4.191	5195.8	no
935	31	no	yes	no	telephone	sep	mon	1	999	0	nonexistent	-1.1	94.199	-37.5	0.879	4963.6	no
936	31	no	no	no	telephone	jul	tue	6	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
937	64	no	yes	no	telephone	aug	fri	4	999	0	nonexistent	-1.7	94.027	-38.3	0.905	4991.6	yes
938	33	no	yes	no	cellular	may	tue	6	999	0	nonexistent	-1.8	92.893	-46.2	1.344	5099.1	no
939	41	unknown	yes	no	cellular	apr	fri	2	999	1	failure	-1.8	93.075	-47.1	1.405	5099.1	no
940	34	no	no	no	telephone	jun	tue	1	999	0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
941	41	no	yes	no	cellular	nov	wed	1	999	0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
942	36	no	yes	no	cellular	nov	wed	1	999	0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
943	59	unknown	yes	no	telephone	jun	wed	8	999	0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
944	56	no	yes	no	telephone	jun	tue	3	999	0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	yes
945	59	no	no	no	telephone	may	thu	3	999	0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
946	32	no	unknown	unknown	cellular	nov	fri	1	999	0	nonexistent	-0.1	93.2	-42.0	4.021	5195.8	no
947	40	no	yes	no	telephone	may	tue	3	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
948	38	no	yes	no	cellular	nov	tue	1	3	3	success	-3.4	92.649	-30.1	0.715	5017.5	yes
949	34	no	yes	no	telephone	may	tue	2	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
949	34	no	yes	no	telephone	may	tue	2	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
950	41	no	no	no	cellular	aug	mon	2	999	0	nonexistent	1.4	93.444	-36.1	4.97	5228.1	no
951	33	no	no	no	cellular	jul	mon	1	999	0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	no
952	31	no	yes	yes	cellular	aug	wed	2	999	0	nonexistent	1.4	93.444	-36.1	4.967	5228.1	no
953	29	no	yes	no	cellular	may	wed	4	999	1	failure	-1.8	92.893	-46.2	1.281	5099.1	no
954	38	unknown	yes	no	telephone	jun	wed	5	999	0	nonexistent	1.4	94.465	-41.8	4.962	5228.1	no
955	24	no	yes	yes	cellular	mar	wed	1	999	0	nonexistent	-1.8	92.843	-50.0	1.602	5099.1	yes
956	34	no	no	no	cellular	may	thu	11	999	0	nonexistent	-1.8	92.893	-46.2	1.327	5099.1	no
957	27	no	yes	yes	cellular	may	thu	1	999	0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	no
958	32	no	no	no	cellular	may	fri	1	999	1	failure	-1.8	92.893	-46.2	1.313	5099.1	no
959	49	no	yes	no	cellular	jul	fri	2	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
960	36	no	no	no	telephone	jul	wed	1	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
961	46	unknown	yes	no	cellular	jul	thu	1	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
962	47	no	yes	no	telephone	may	tue	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
963	37	unknown	yes	yes	telephone	may	thu	3	999	0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
964	31	no	unknown	unknown	cellular	may	thu	2	999	1	failure	-1.8	92.893	-46.2	1.327	5099.1	no
965	36	no	yes	yes	telephone	may	tue	4	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
966	30	no	yes	no	cellular	sep	fri	2	15	4	failure	-1.1	94.199	-37.5	0.879	4963.6	yes
967	32	no	yes	no	cellular	nov	wed	1	999	1	failure	-0.1	93.2	-42.0	4.12	5195.8	no
968	54	no	yes	no	cellular	jun	wed	1	999	0	nonexistent	-2.9	92.963	-40.8	1.26	5076.2	no
969	51	no	no	yes	telephone	may	fri	1	999	0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	yes
970	28	no	yes	no	cellular	jul	wed	1	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
970	28	no	yes	no	cellular	jul	wed	1	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
971	54	no	no	no	cellular	may	mon	1	999	1	failure	-1.8	92.893	-46.2	1.264	5099.1	yes
972	31	unknown	yes	no	telephone	may	tue	13	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
973	57	no	no	no	cellular	may	fri	1	999	1	failure	-1.8	92.893	-46.2	1.259	5099.1	no
974	49	no	no	no	cellular	jun	fri	1	999	0	nonexistent	-2.9	92.963	-40.8	1.268	5076.2	no
975	45	unknown	yes	no	telephone	may	wed	3	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
976	33	unknown	yes	yes	cellular	apr	tue	8	999	0	nonexistent	-1.8	93.075	-47.1	1.423	5099.1	no
977	53	no	no	no	cellular	may	fri	1	999	1	failure	-1.8	92.893	-46.2	1.25	5099.1	no
978	26	no	yes	no	cellular	mar	mon	2	999	0	nonexistent	-1.8	92.843	-50.0	1.811	5099.1	yes
979	31	no	no	no	cellular	aug	thu	2	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
979	31	no	no	no	cellular	aug	thu	2	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
980	32	no	yes	no	telephone	may	tue	3	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
981	29	unknown	no	no	cellular	jul	thu	1	999	0	nonexistent	1.4	93.918	-42.7	4.958	5228.1	no
982	31	no	no	no	cellular	aug	tue	1	999	0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	no
983	29	no	no	no	telephone	may	mon	4	999	0	nonexistent	-1.8	92.893	-46.2	1.299	5099.1	no
984	49	unknown	no	yes	telephone	may	wed	3	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
985	26	no	yes	yes	cellular	may	tue	7	999	0	nonexistent	-1.8	92.893	-46.2	1.291	5099.1	no
986	43	unknown	no	yes	telephone	may	wed	1	999	0	nonexistent	1.1	93.994	-36.4	4.859	5191.0	no
987	56	no	yes	yes	telephone	may	wed	4	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
988	29	no	yes	no	cellular	aug	thu	3	999	0	nonexistent	1.4	93.444	-36.1	4.968	5228.1	no
989	31	no	yes	no	cellular	nov	wed	5	999	1	failure	-0.1	93.2	-42.0	4.12	5195.8	no
990	50	unknown	yes	no	cellular	jul	tue	3	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
991	37	no	yes	no	telephone	jul	tue	6	999	0	nonexistent	1.4	93.918	-42.7	4.955	5228.1	no
992	42	unknown	yes	yes	telephone	may	mon	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
993	30	unknown	yes	no	cellular	nov	mon	1	999	0	nonexistent	-0.1	93.2	-42.0	4.191	5195.8	no
994	25	unknown	yes	no	cellular	jul	thu	3	999	0	nonexistent	1.4	93.918	-42.7	4.958	5228.1	no
995	35	no	no	yes	cellular	nov	wed	1	3	1	success	-0.1	93.2	-42.0	4.12	5195.8	no
996	37	unknown	no	no	cellular	nov	thu	1	999	1	failure	-0.1	93.2	-42.0	4.076	5195.8	no
997	30	no	yes	no	cellular	nov	wed	3	999	0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
998	33	unknown	yes	yes	telephone	may	fri	2	999	0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	yes
999	36	no	no	no	telephone	may	wed	2	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
1000	46	no	no	no	telephone	may	tue	3	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
1001	51	no	no	no	cellular	jun	thu	2	999	1	failure	-2.9	92.963	-40.8	1.26	5076.2	yes
1002	33	no	yes	no	cellular	aug	tue	2	999	0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	yes
1002	33	no	yes	no	cellular	aug	tue	2	999	0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	yes
1003	26	no	no	no	telephone	may	fri	3	999	0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	no
1004	40	unknown	no	no	telephone	may	thu	6	999	0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
1005	25	no	no	no	cellular	may	fri	3	999	0	nonexistent	-1.8	92.893	-46.2	1.25	5099.1	yes
1006	38	unknown	no	no	telephone	may	fri	1	999	0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	yes
1007	54	no	no	no	cellular	may	mon	1	999	0	nonexistent	-1.8	92.893	-46.2	1.264	5099.1	yes
1008	50	no	yes	no	cellular	jul	wed	1	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
1009	36	no	yes	no	cellular	may	mon	6	999	0	nonexistent	-1.8	92.893	-46.2	1.354	5099.1	no
1010	43	no	yes	no	cellular	aug	fri	2	999	0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
1011	57	unknown	no	no	cellular	apr	mon	2	999	0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
1012	38	no	no	no	cellular	may	wed	1	999	1	failure	-1.8	92.893	-46.2	1.334	5099.1	no
1013	27	no	yes	no	telephone	may	fri	2	999	0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	no
1014	35	no	yes	no	cellular	nov	wed	1	999	0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
1015	28	no	yes	no	cellular	jul	tue	2	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
1016	57	unknown	yes	no	cellular	aug	fri	1	999	0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	no
1017	40	unknown	no	no	cellular	nov	thu	5	999	0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
1018	43	no	no	yes	cellular	jul	tue	2	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
1019	34	no	yes	no	cellular	apr	fri	1	999	1	failure	-1.8	93.075	-47.1	1.405	5099.1	no
1020	67	no	no	no	cellular	oct	thu	2	999	0	nonexistent	-3.4	92.431	-26.9	0.722	5017.5	no
1021	48	no	yes	no	cellular	nov	mon	1	999	0	nonexistent	-0.1	93.2	-42.0	4.191	5195.8	no
1022	35	no	yes	yes	cellular	may	tue	4	999	1	failure	-1.8	92.893	-46.2	1.291	5099.1	no
1023	27	no	no	no	cellular	may	mon	1	1	1	success	-1.8	92.893	-46.2	1.299	5099.1	no
1024	25	no	yes	no	cellular	jul	thu	1	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
1025	42	no	yes	yes	cellular	may	thu	2	999	0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	no
1026	47	no	yes	no	telephone	may	mon	2	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
1027	49	no	yes	no	cellular	nov	fri	2	999	0	nonexistent	-0.1	93.2	-42.0	4.021	5195.8	no
1028	36	no	yes	no	cellular	may	tue	1	999	0	nonexistent	-1.8	92.893	-46.2	1.291	5099.1	yes
1029	35	no	no	no	telephone	jun	mon	3	999	0	nonexistent	1.4	94.465	-41.8	4.865	5228.1	no
1030	29	no	yes	no	cellular	nov	mon	1	999	0	nonexistent	-0.1	93.2	-42.0	4.191	5195.8	no
1030	29	no	yes	no	cellular	nov	mon	1	999	0	nonexistent	-0.1	93.2	-42.0	4.191	5195.8	no
1031	45	unknown	no	no	telephone	jun	fri	3	999	0	nonexistent	1.4	94.465	-41.8	4.967	5228.1	no
1032	53	no	yes	no	telephone	may	fri	1	999	0	nonexistent	1.1	93.994	-36.4	4.859	5191.0	no
1033	41	no	no	yes	cellular	aug	mon	3	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
1034	50	unknown	no	no	telephone	jun	mon	17	999	0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
1035	31	no	no	yes	telephone	may	wed	2	999	0	nonexistent	1.1	93.994	-36.4	4.858	5191.0	no
1036	46	no	no	no	cellular	may	wed	3	999	0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	no
1037	36	unknown	no	no	telephone	may	wed	4	999	0	nonexistent	1.1	93.994	-36.4	4.858	5191.0	no
1038	43	no	no	no	telephone	jun	thu	1	999	0	nonexistent	1.4	94.465	-41.8	4.866	5228.1	no
1039	48	unknown	yes	no	telephone	may	tue	1	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
1040	31	no	unknown	unknown	cellular	may	thu	2	999	1	failure	-1.8	92.893	-46.2	1.327	5099.1	no
1041	21	no	yes	yes	cellular	apr	thu	2	999	0	nonexistent	-1.8	93.075	-47.1	1.435	5099.1	no
1042	56	unknown	no	no	cellular	may	fri	1	999	0	nonexistent	-1.8	92.893	-46.2	1.25	5099.1	no
1042	56	unknown	no	no	cellular	may	fri	1	999	0	nonexistent	-1.8	92.893	-46.2	1.25	5099.1	no
1043	54	no	no	no	telephone	jun	wed	3	999	0	nonexistent	1.4	94.465	-41.8	4.962	5228.1	no
1043	54	no	no	no	telephone	jun	wed	3	999	0	nonexistent	1.4	94.465	-41.8	4.962	5228.1	no
1044	44	unknown	no	no	cellular	nov	tue	2	999	0	nonexistent	-0.1	93.2	-42.0	4.153	5195.8	no
1045	31	no	no	no	cellular	aug	tue	1	999	0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
1046	50	no	no	no	cellular	aug	tue	2	999	1	failure	-2.9	92.201	-31.4	0.859	5076.2	yes
1047	48	no	yes	yes	cellular	aug	wed	1	0	3	success	-1.7	94.027	-38.3	0.9	4991.6	yes
1048	26	no	yes	no	cellular	jun	wed	2	999	0	nonexistent	-2.9	92.963	-40.8	1.244	5076.2	no
1048	26	no	yes	no	cellular	jun	wed	2	999	0	nonexistent	-2.9	92.963	-40.8	1.244	5076.2	no
1049	37	no	yes	no	telephone	may	fri	2	999	0	nonexistent	1.1	93.994	-36.4	4.859	5191.0	no
1050	37	no	no	no	cellular	jun	tue	1	999	0	nonexistent	-2.9	92.963	-40.8	1.262	5076.2	no
1051	50	unknown	no	no	telephone	may	tue	1	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
1052	47	no	yes	no	cellular	aug	tue	5	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
1053	41	no	no	no	cellular	may	wed	1	999	0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	no
1053	41	no	no	no	cellular	may	wed	1	999	0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	no
1054	32	no	yes	no	telephone	jun	mon	17	999	0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
1055	38	no	no	yes	telephone	jun	fri	2	999	0	nonexistent	-2.9	92.963	-40.8	1.224	5076.2	no
1056	48	no	no	no	cellular	jul	tue	1	999	1	failure	-1.7	94.215	-40.3	0.876	4991.6	no
1057	46	unknown	yes	no	telephone	may	tue	2	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
1058	48	unknown	yes	no	telephone	may	tue	2	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
1058	48	unknown	yes	no	telephone	may	tue	2	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
1059	38	unknown	yes	no	telephone	may	wed	3	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
1060	38	no	yes	no	cellular	aug	tue	2	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
1061	55	unknown	no	yes	cellular	jul	tue	4	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
1062	27	no	yes	yes	cellular	jul	mon	3	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
1062	27	no	yes	yes	cellular	jul	mon	3	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
1063	28	no	yes	no	cellular	nov	wed	3	999	2	failure	-1.1	94.767	-50.8	1.048	4963.6	no
1064	29	no	no	no	telephone	jun	mon	1	999	0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
1065	47	no	no	no	cellular	jul	tue	2	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
1066	34	unknown	yes	no	telephone	may	thu	3	999	0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
1067	51	unknown	no	no	cellular	may	tue	2	999	1	failure	-1.8	92.893	-46.2	1.344	5099.1	no
1068	40	no	yes	yes	cellular	aug	wed	1	999	0	nonexistent	1.4	93.444	-36.1	4.967	5228.1	no
1069	38	no	yes	no	telephone	jun	mon	1	999	0	nonexistent	1.4	94.465	-41.8	4.865	5228.1	no
1070	42	no	no	no	cellular	may	mon	1	999	0	nonexistent	-1.8	92.893	-46.2	1.299	5099.1	no
1071	30	no	yes	yes	cellular	jul	wed	3	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
1072	36	unknown	no	no	telephone	may	mon	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
1072	36	unknown	no	no	telephone	may	mon	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
1073	33	no	no	yes	telephone	jun	wed	1	999	0	nonexistent	1.4	94.465	-41.8	4.962	5228.1	no
1074	47	no	no	no	cellular	apr	mon	3	999	0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
1075	33	no	yes	no	cellular	sep	thu	2	999	0	nonexistent	-1.1	94.199	-37.5	0.878	4963.6	yes
1075	33	no	yes	no	cellular	sep	thu	2	999	0	nonexistent	-1.1	94.199	-37.5	0.878	4963.6	yes
1076	30	no	yes	no	cellular	jul	wed	3	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
1077	54	no	no	no	telephone	may	wed	2	999	0	nonexistent	1.1	93.994	-36.4	4.858	5191.0	no
1078	47	no	no	no	cellular	nov	thu	1	999	0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
1079	32	no	yes	no	cellular	nov	wed	1	999	0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
1080	32	no	yes	no	cellular	may	fri	2	999	0	nonexistent	-1.8	92.893	-46.2	1.313	5099.1	no
1081	38	no	yes	no	telephone	may	wed	1	999	2	failure	-1.8	92.893	-46.2	1.281	5099.1	no
1082	38	no	no	no	cellular	aug	wed	2	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
1083	38	no	yes	no	cellular	aug	thu	10	999	0	nonexistent	1.4	93.444	-36.1	4.962	5228.1	no
1084	53	no	yes	no	cellular	jul	tue	7	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
1085	26	no	yes	no	telephone	may	tue	3	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
1086	27	no	unknown	unknown	telephone	may	tue	2	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
1087	38	no	no	no	cellular	jun	tue	1	999	0	nonexistent	-2.9	92.963	-40.8	1.099	5076.2	no
1088	41	unknown	yes	no	telephone	may	mon	2	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	yes
1089	39	no	no	no	cellular	sep	tue	1	3	1	success	-3.4	92.379	-29.8	0.788	5017.5	yes
1090	48	no	no	no	telephone	jul	mon	2	999	0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	no
1091	32	no	yes	no	telephone	jun	fri	6	999	0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
1092	35	no	no	no	telephone	may	wed	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
1093	51	unknown	yes	no	cellular	aug	tue	1	999	0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	no
1094	35	no	yes	no	cellular	may	mon	5	999	0	nonexistent	-1.8	92.893	-46.2	1.299	5099.1	no
1095	60	unknown	yes	no	cellular	apr	mon	4	999	0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
1096	28	no	no	yes	cellular	jul	fri	2	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
1097	52	no	yes	yes	cellular	aug	tue	1	10	4	failure	-2.9	92.201	-31.4	0.883	5076.2	yes
1098	35	no	no	no	telephone	jun	tue	2	999	0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	no
1099	27	no	no	no	cellular	may	tue	1	3	1	success	-1.8	92.893	-46.2	1.266	5099.1	no
1100	34	no	no	no	cellular	jul	thu	1	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
1101	36	no	no	yes	cellular	nov	wed	1	999	0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
1102	28	unknown	no	no	telephone	may	thu	1	999	0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
1103	32	no	yes	yes	telephone	may	mon	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
1104	49	unknown	no	no	cellular	jul	mon	3	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	yes
1105	55	no	yes	yes	cellular	nov	thu	2	999	0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
1105	55	no	yes	yes	cellular	nov	thu	2	999	0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
1106	50	no	yes	no	cellular	dec	mon	1	999	1	failure	-3.0	92.713	-33.0	0.717	5023.5	yes
1107	37	no	no	no	cellular	may	wed	4	999	0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	no
1107	37	no	no	no	cellular	may	wed	4	999	0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	no
1108	35	no	unknown	unknown	telephone	jun	mon	3	999	0	nonexistent	1.4	94.465	-41.8	4.96	5228.1	no
1109	58	no	yes	no	cellular	dec	thu	1	999	1	failure	-3.0	92.713	-33.0	0.72	5023.5	yes
1110	32	no	no	no	cellular	aug	mon	5	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
1111	35	unknown	yes	yes	telephone	may	mon	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
1112	35	no	yes	no	cellular	may	mon	4	999	0	nonexistent	-1.8	92.893	-46.2	1.244	5099.1	no
1113	26	unknown	no	no	cellular	may	thu	3	999	0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	no
1114	47	no	yes	no	cellular	apr	tue	4	999	1	failure	-1.8	93.075	-47.1	1.423	5099.1	no
1115	29	no	no	no	cellular	may	wed	1	999	0	nonexistent	-1.8	92.893	-46.2	1.281	5099.1	no
1115	29	no	no	no	cellular	may	wed	1	999	0	nonexistent	-1.8	92.893	-46.2	1.281	5099.1	no
1116	37	no	yes	no	cellular	may	tue	1	2	1	success	-1.8	92.893	-46.2	1.266	5099.1	no
1117	32	no	no	no	telephone	jul	wed	11	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
1118	46	no	yes	no	cellular	jul	mon	2	999	0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	no
1119	36	no	no	yes	telephone	may	wed	5	999	0	nonexistent	1.1	93.994	-36.4	4.859	5191.0	no
1120	35	no	no	no	cellular	jun	thu	4	999	0	nonexistent	-2.9	92.963	-40.8	1.26	5076.2	yes
1121	31	no	yes	no	cellular	jul	tue	2	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
1122	29	no	no	no	cellular	aug	mon	2	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	yes
1123	46	unknown	no	no	cellular	jul	fri	2	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
1124	85	unknown	yes	no	telephone	oct	fri	2	999	0	nonexistent	-3.4	92.431	-26.9	0.739	5017.5	no
1125	29	no	no	no	cellular	may	thu	1	999	0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	no
1126	31	no	yes	no	cellular	may	thu	2	999	0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	no
1127	34	no	yes	no	cellular	jul	thu	1	999	0	nonexistent	1.4	93.918	-42.7	4.958	5228.1	no
1128	29	no	yes	yes	cellular	nov	fri	1	999	0	nonexistent	-0.1	93.2	-42.0	4.021	5195.8	no
1129	46	no	yes	yes	cellular	jul	tue	7	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
1130	29	no	no	no	cellular	may	fri	1	999	0	nonexistent	-1.8	92.893	-46.2	1.25	5099.1	yes
1131	54	no	no	no	telephone	may	thu	3	999	0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
1132	26	no	yes	no	cellular	nov	mon	5	999	0	nonexistent	-1.1	94.767	-50.8	1.039	4963.6	no
1133	27	no	yes	no	cellular	may	thu	1	999	0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	no
1134	57	unknown	yes	no	cellular	may	fri	5	999	1	failure	-1.8	92.893	-46.2	1.25	5099.1	no
1135	32	no	yes	no	cellular	aug	wed	5	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
1136	35	no	yes	no	telephone	may	tue	1	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
1137	32	no	unknown	unknown	cellular	nov	wed	2	999	0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
1138	59	no	no	no	cellular	jul	mon	4	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
1139	29	no	yes	no	cellular	may	thu	1	999	0	nonexistent	-1.8	92.893	-46.2	1.327	5099.1	no
1139	29	no	yes	no	cellular	may	thu	1	999	0	nonexistent	-1.8	92.893	-46.2	1.327	5099.1	no
1140	37	no	no	yes	telephone	may	thu	1	999	0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
1141	40	unknown	no	no	telephone	jun	tue	5	999	0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
