id;job;marital;education
2242;blue-collar;married;basic.6y
1479;technician;married;professional.course
1642;technician;single;high.school
3573;self-employed;divorced;university.degree
188;blue-collar;married;basic.6y
2925;self-employed;single;high.school
1748;entrepreneur;married;university.degree
1699;unemployed;married;basic.6y
3574;blue-collar;single;basic.9y
616;unknown;single;unknown
3849;management;married;university.degree
503;management;divorced;university.degree
3190;technician;single;university.degree
1558;blue-collar;married;basic.9y
1562;management;single;university.degree
3496;admin.;single;university.degree
4110;retired;married;high.school
4088;admin.;married;university.degree
1080;blue-collar;married;basic.9y
940;admin.;single;high.school
3414;technician;single;professional.course
3436;unemployed;married;basic.9y
2421;technician;single;professional.course
3696;admin.;divorced;university.degree
1805;self-employed;married;university.degree
1687;admin.;single;high.school
3005;self-employed;married;university.degree
550;self-employed;married;basic.9y
512;admin.;single;university.degree
2895;admin.;single;high.school
3596;blue-collar;divorced;basic.4y
797;technician;single;university.degree
2338;blue-collar;married;basic.4y
1115;blue-collar;single;basic.9y
2977;technician;married;professional.course
733;admin.;married;high.school
4068;retired;married;basic.4y
256;management;married;university.degree
1831;blue-collar;married;basic.4y
888;services;single;high.school
3203;technician;married;professional.course
310;admin.;married;university.degree
1539;services;married;basic.9y
1792;admin.;married;university.degree
3046;blue-collar;married;basic.9y
1870;self-employed;married;high.school
975;blue-collar;married;basic.6y
1140;admin.;married;high.school
1912;technician;single;professional.course
45;housemaid;married;basic.4y
1321;admin.;single;university.degree
1878;housemaid;married;basic.6y
2737;blue-collar;married;university.degree
2094;technician;married;basic.9y
1696;admin.;married;high.school
3343;admin.;married;university.degree
1659;services;single;high.school
3178;housemaid;married;university.degree
1215;entrepreneur;divorced;basic.6y
1012;blue-collar;married;basic.4y
27;technician;divorced;professional.course
3375;blue-collar;married;high.school
3001;admin.;unknown;high.school
385;admin.;single;unknown
818;admin.;married;high.school
3228;technician;married;university.degree
3710;admin.;divorced;university.degree
2484;services;married;professional.course
3106;services;married;high.school
2387;blue-collar;single;unknown
811;admin.;single;high.school
2350;services;single;high.school
3950;unemployed;married;high.school
2406;blue-collar;married;basic.6y
158;services;married;unknown
1005;blue-collar;single;high.school
2894;services;married;high.school
283;self-employed;single;university.degree
1808;retired;single;basic.4y
2067;technician;single;professional.course
2239;admin.;single;high.school
3599;admin.;single;professional.course
2434;technician;married;professional.course
38;management;divorced;high.school
2500;technician;married;high.school
1761;unknown;divorced;high.school
2096;admin.;single;high.school
3318;entrepreneur;married;university.degree
718;housemaid;single;university.degree
1838;admin.;married;university.degree
4072;retired;married;basic.4y
3953;technician;single;professional.course
222;entrepreneur;single;university.degree
1090;admin.;divorced;high.school
3873;technician;married;university.degree
576;admin.;married;university.degree
2176;technician;divorced;professional.course
1102;blue-collar;married;basic.9y
2040;admin.;single;high.school
2811;technician;married;unknown
1902;admin.;married;university.degree
1258;retired;married;basic.4y
1862;blue-collar;single;high.school
1100;technician;married;high.school
1715;self-employed;married;university.degree
2342;blue-collar;divorced;basic.6y
229;retired;single;basic.4y
1398;admin.;married;high.school
47;admin.;married;university.degree
1840;services;married;high.school
2456;technician;married;professional.course
4060;services;married;high.school
1119;services;married;high.school
2033;blue-collar;married;high.school
2665;blue-collar;married;basic.4y
608;retired;divorced;high.school
2617;admin.;single;university.degree
2448;entrepreneur;married;high.school
2134;management;married;university.degree
250;admin.;married;high.school
3101;technician;single;university.degree
2240;admin.;married;basic.6y
3881;blue-collar;married;basic.9y
1359;admin.;married;high.school
1037;blue-collar;married;high.school
1345;services;divorced;basic.9y
660;blue-collar;single;basic.9y
2273;admin.;married;university.degree
3387;management;married;university.degree
1758;blue-collar;married;basic.9y
2084;blue-collar;single;basic.9y
3539;blue-collar;married;basic.9y
963;services;married;high.school
1630;blue-collar;married;basic.4y
1076;services;single;basic.9y
2550;entrepreneur;single;university.degree
1259;services;single;basic.4y
3264;blue-collar;married;basic.4y
3712;admin.;married;basic.9y
3977;retired;divorced;university.degree
442;unemployed;married;basic.4y
3438;blue-collar;married;basic.9y
2444;blue-collar;married;basic.4y
1921;admin.;married;university.degree
3809;technician;single;professional.course
2210;admin.;married;university.degree
1440;admin.;divorced;university.degree
1299;management;married;university.degree
916;self-employed;single;high.school
2966;services;married;high.school
4026;admin.;married;high.school
2306;student;single;high.school
3561;housemaid;married;basic.9y
593;admin.;single;university.degree
2939;admin.;single;university.degree
2143;services;married;professional.course
912;technician;married;university.degree
1930;unemployed;married;high.school
1757;management;divorced;university.degree
3778;admin.;single;university.degree
1409;self-employed;single;high.school
1406;blue-collar;married;basic.4y
213;technician;married;professional.course
231;blue-collar;married;unknown
1733;admin.;single;unknown
1003;entrepreneur;married;unknown
53;management;married;high.school
1489;technician;divorced;professional.course
1457;services;married;high.school
2075;housemaid;single;high.school
2252;technician;married;basic.6y
3474;admin.;single;university.degree
2111;admin.;single;high.school
1596;blue-collar;divorced;basic.4y
2683;entrepreneur;married;basic.4y
2108;management;married;university.degree
89;admin.;single;university.degree
3551;unknown;married;basic.4y
1394;management;married;university.degree
452;management;single;basic.4y
1564;blue-collar;married;high.school
4063;unemployed;divorced;university.degree
2612;admin.;single;university.degree
776;admin.;married;university.degree
3467;technician;married;basic.9y
815;services;married;high.school
1439;admin.;single;high.school
749;technician;married;basic.9y
315;retired;divorced;basic.4y
3243;blue-collar;married;basic.9y
262;technician;married;professional.course
899;blue-collar;married;basic.6y
2056;technician;married;university.degree
3235;blue-collar;single;basic.4y
3720;management;married;basic.4y
682;management;married;university.degree
2440;retired;divorced;professional.course
2200;technician;single;university.degree
1335;entrepreneur;married;high.school
1276;student;single;high.school
3982;student;married;high.school
2827;admin.;married;professional.course
3502;technician;married;professional.course
3116;admin.;single;university.degree
1070;blue-collar;married;basic.4y
2655;admin.;single;high.school
1789;blue-collar;married;unknown
2560;admin.;single;university.degree
94;self-employed;married;university.degree
1656;services;single;high.school
2847;retired;married;basic.4y
49;services;married;professional.course
65;blue-collar;divorced;basic.6y
3454;management;married;unknown
322;housemaid;divorced;basic.6y
2058;services;married;high.school
703;admin.;married;university.degree
4008;retired;married;high.school
3852;blue-collar;single;basic.9y
1284;retired;divorced;basic.4y
1378;student;single;unknown
2633;self-employed;married;university.degree
2783;admin.;divorced;university.degree
104;admin.;single;unknown
2018;services;divorced;basic.4y
1728;retired;married;professional.course
2962;admin.;single;university.degree
817;services;married;professional.course
107;entrepreneur;married;professional.course
2888;services;married;high.school
3822;admin.;married;university.degree
3065;admin.;married;university.degree
1061;retired;married;basic.4y
2932;retired;married;high.school
2247;technician;married;university.degree
391;management;married;university.degree
1637;self-employed;single;university.degree
3967;services;single;high.school
3341;blue-collar;married;basic.9y
2509;entrepreneur;married;basic.4y
1106;technician;married;high.school
1433;blue-collar;single;basic.4y
286;housemaid;single;high.school
2303;admin.;married;high.school
4010;unknown;married;unknown
2189;self-employed;married;university.degree
3725;technician;married;university.degree
2526;blue-collar;married;basic.9y
902;blue-collar;married;basic.9y
2620;blue-collar;married;basic.9y
1105;admin.;married;basic.9y
2713;retired;married;high.school
1272;admin.;married;university.degree
1096;admin.;single;university.degree
2972;blue-collar;married;basic.6y
3951;admin.;married;basic.6y
2547;services;married;basic.9y
7;admin.;single;university.degree
837;blue-collar;married;basic.6y
388;technician;single;university.degree
1502;admin.;divorced;university.degree
2876;technician;married;high.school
1609;admin.;divorced;university.degree
3815;technician;married;high.school
3232;admin.;married;basic.9y
1893;blue-collar;married;basic.9y
3125;self-employed;single;university.degree
1327;blue-collar;divorced;high.school
1214;services;divorced;high.school
3268;management;married;unknown
2088;admin.;single;university.degree
3724;admin.;divorced;university.degree
168;blue-collar;divorced;basic.4y
1738;blue-collar;single;basic.4y
1834;technician;single;university.degree
2543;admin.;married;basic.6y
2259;admin.;single;university.degree
2442;housemaid;married;university.degree
1238;blue-collar;married;basic.4y
1019;technician;divorced;professional.course
3113;unemployed;single;university.degree
3123;technician;married;university.degree
193;technician;married;professional.course
1300;management;single;university.degree
1633;admin.;married;university.degree
509;technician;single;university.degree
1114;blue-collar;married;professional.course
1408;admin.;single;university.degree
2956;retired;married;professional.course
367;admin.;married;high.school
3892;admin.;married;high.school
994;blue-collar;married;basic.6y
223;admin.;married;professional.course
258;blue-collar;married;unknown
1658;blue-collar;married;basic.9y
1580;services;single;high.school
3423;services;single;high.school
2822;admin.;married;high.school
1182;blue-collar;married;basic.9y
3500;blue-collar;married;basic.6y
638;admin.;married;university.degree
1702;admin.;married;high.school
1672;technician;married;university.degree
1358;admin.;single;high.school
3588;blue-collar;married;basic.4y
1163;admin.;married;university.degree
398;admin.;single;high.school
3564;technician;single;high.school
3344;technician;married;professional.course
859;blue-collar;married;basic.9y
2490;admin.;married;unknown
582;technician;married;basic.9y
2902;blue-collar;divorced;unknown
1709;entrepreneur;married;professional.course
3131;admin.;married;high.school
1316;retired;married;university.degree
361;admin.;single;university.degree
3756;technician;married;professional.course
3244;management;married;unknown
1969;admin.;married;high.school
3278;entrepreneur;married;university.degree
3224;blue-collar;married;basic.9y
2653;student;single;unknown
3428;blue-collar;single;basic.4y
379;admin.;married;university.degree
2186;retired;married;basic.4y
2148;housemaid;married;high.school
2132;admin.;married;high.school
1059;unknown;divorced;high.school
2485;management;married;university.degree
3642;admin.;married;university.degree
1404;admin.;divorced;university.degree
88;services;single;basic.9y
1226;services;single;high.school
1277;blue-collar;married;professional.course
1139;blue-collar;married;basic.9y
1584;technician;married;university.degree
3274;admin.;married;university.degree
1448;blue-collar;divorced;basic.9y
2290;technician;married;professional.course
2063;blue-collar;married;high.school
3526;admin.;single;university.degree
1721;admin.;divorced;high.school
3230;blue-collar;married;basic.4y
2990;blue-collar;married;basic.9y
3678;admin.;married;high.school
2523;admin.;single;basic.4y
2604;admin.;married;professional.course
347;self-employed;married;basic.4y
956;admin.;single;basic.6y
1716;entrepreneur;married;high.school
734;admin.;married;university.degree
1340;services;married;high.school
2333;blue-collar;married;basic.4y
732;blue-collar;married;basic.6y
3332;blue-collar;married;high.school
332;self-employed;single;university.degree
2015;blue-collar;single;basic.6y
3242;services;married;high.school
1661;technician;single;university.degree
2053;technician;single;university.degree
1686;blue-collar;single;high.school
775;blue-collar;married;basic.9y
2259;admin.;single;university.degree
2360;blue-collar;single;basic.9y
493;entrepreneur;married;basic.9y
1045;unemployed;married;university.degree
1093;blue-collar;married;basic.9y
1295;management;married;university.degree
1966;technician;divorced;professional.course
2182;admin.;divorced;professional.course
1726;admin.;married;university.degree
1428;unemployed;married;university.degree
3661;admin.;divorced;university.degree
671;housemaid;divorced;university.degree
3198;admin.;single;university.degree
1347;services;married;high.school
777;technician;single;university.degree
675;unemployed;married;university.degree
3422;services;divorced;high.school
2880;blue-collar;single;basic.9y
1828;admin.;married;basic.9y
1806;services;married;high.school
654;services;married;high.school
2045;technician;single;university.degree
4084;technician;single;university.degree
2293;entrepreneur;divorced;university.degree
3111;admin.;married;high.school
2601;management;married;university.degree
1000;services;married;high.school
3652;retired;married;professional.course
3146;retired;married;basic.4y
306;blue-collar;married;unknown
1443;services;married;basic.6y
2989;services;married;professional.course
3845;blue-collar;married;basic.4y
513;blue-collar;married;high.school
64;services;married;high.school
2676;services;married;high.school
3736;technician;married;basic.9y
2070;admin.;married;university.degree
2011;blue-collar;married;basic.9y
155;technician;single;university.degree
3646;management;married;professional.course
1369;admin.;single;university.degree
1909;technician;single;high.school
3213;blue-collar;married;basic.6y
538;retired;married;university.degree
1333;admin.;married;university.degree
23;technician;single;university.degree
586;technician;married;high.school
3776;services;divorced;high.school
4039;admin.;married;basic.9y
151;housemaid;married;basic.4y
3502;technician;married;professional.course
293;technician;single;university.degree
302;entrepreneur;married;university.degree
2388;technician;divorced;professional.course
1916;services;married;high.school
979;technician;married;university.degree
425;management;married;university.degree
652;blue-collar;married;basic.9y
2825;blue-collar;married;basic.4y
874;admin.;married;unknown
1292;management;married;university.degree
2226;unemployed;married;basic.9y
3579;technician;married;professional.course
2428;admin.;single;university.degree
1173;services;married;high.school
2354;admin.;divorced;university.degree
3788;retired;married;basic.4y
588;management;married;basic.4y
2225;services;single;basic.6y
1710;blue-collar;single;basic.4y
2283;admin.;single;university.degree
1493;technician;divorced;university.degree
1720;management;divorced;university.degree
3164;admin.;single;university.degree
3746;admin.;married;university.degree
2718;housemaid;married;professional.course
2670;services;married;basic.9y
2382;blue-collar;single;professional.course
1153;admin.;married;high.school
3821;admin.;single;university.degree
2934;technician;married;professional.course
2334;blue-collar;married;basic.4y
56;entrepreneur;divorced;university.degree
2386;housemaid;married;basic.4y
192;housemaid;married;basic.4y
3214;admin.;married;high.school
3932;admin.;married;university.degree
3168;blue-collar;married;basic.6y
3258;unemployed;married;high.school
74;management;married;university.degree
1970;technician;married;professional.course
2146;self-employed;married;university.degree
2819;unemployed;single;professional.course
3247;entrepreneur;married;university.degree
1974;blue-collar;married;professional.course
2065;admin.;married;high.school
3168;blue-collar;married;basic.6y
2970;services;divorced;high.school
3853;blue-collar;single;basic.4y
2498;management;married;university.degree
1031;technician;married;professional.course
348;blue-collar;married;high.school
1505;blue-collar;single;basic.9y
3694;technician;single;university.degree
2597;housemaid;married;basic.4y
2077;admin.;married;university.degree
1263;blue-collar;married;basic.6y
3766;technician;single;professional.course
986;blue-collar;married;unknown
3570;admin.;single;high.school
1220;retired;married;basic.4y
1948;blue-collar;single;basic.9y
877;technician;married;basic.4y
247;housemaid;single;university.degree
1172;blue-collar;divorced;unknown
3524;admin.;single;high.school
806;management;married;university.degree
2984;technician;married;professional.course
3523;blue-collar;married;high.school
3195;technician;married;professional.course
545;blue-collar;married;basic.4y
3404;blue-collar;single;professional.course
2150;admin.;single;basic.6y
2821;blue-collar;single;unknown
372;services;divorced;high.school
3842;admin.;married;university.degree
1618;technician;divorced;professional.course
2859;blue-collar;married;basic.6y
752;management;married;university.degree
444;blue-collar;married;basic.4y
2085;services;married;basic.9y
2829;entrepreneur;married;professional.course
489;admin.;married;university.degree
495;management;married;university.degree
796;technician;married;basic.9y
1568;blue-collar;single;basic.4y
2754;technician;single;professional.course
2562;blue-collar;single;unknown
189;self-employed;married;high.school
3576;technician;married;professional.course
2937;blue-collar;married;unknown
1027;entrepreneur;married;university.degree
181;management;married;university.degree
2368;technician;married;university.degree
1915;services;married;high.school
1927;blue-collar;married;basic.9y
490;services;married;basic.4y
1289;services;single;high.school
3925;technician;married;professional.course
1668;admin.;married;high.school
850;unemployed;married;professional.course
3314;management;married;university.degree
1622;admin.;married;university.degree
472;blue-collar;married;basic.9y
3869;admin.;single;university.degree
3105;admin.;married;high.school
2890;admin.;married;basic.9y
2644;services;married;high.school
2588;blue-collar;married;basic.9y
569;blue-collar;single;basic.6y
3980;management;single;university.degree
3600;blue-collar;single;unknown
1;blue-collar;married;basic.9y
1689;technician;single;professional.course
4041;admin.;married;high.school
2911;services;divorced;high.school
1694;admin.;married;high.school
2922;management;married;university.degree
215;admin.;married;university.degree
3336;admin.;married;university.degree
2155;self-employed;married;university.degree
3905;blue-collar;married;basic.4y
2714;technician;married;university.degree
3969;services;single;high.school
3409;housemaid;divorced;university.degree
2093;admin.;single;university.degree
2173;admin.;single;professional.course
2988;technician;married;professional.course
2292;student;single;high.school
1684;student;single;basic.9y
1756;admin.;single;university.degree
3704;technician;married;university.degree
4104;services;married;high.school
242;technician;married;professional.course
854;admin.;divorced;university.degree
2512;admin.;divorced;high.school
1727;admin.;married;university.degree
3000;management;divorced;university.degree
1643;unknown;married;unknown
1496;management;married;unknown
2881;admin.;married;university.degree
3435;technician;married;university.degree
3880;self-employed;married;basic.9y
2209;retired;married;professional.course
1884;services;married;high.school
2109;services;married;high.school
135;technician;married;professional.course
2142;technician;married;university.degree
883;self-employed;unknown;university.degree
3069;admin.;married;university.degree
3860;blue-collar;married;basic.4y
3281;admin.;divorced;high.school
879;technician;married;professional.course
3455;services;single;high.school
2820;retired;married;professional.course
2921;self-employed;single;university.degree
2772;management;married;university.degree
844;management;married;university.degree
3986;admin.;married;university.degree
3954;technician;married;basic.9y
1787;services;married;high.school
1732;management;married;high.school
2871;blue-collar;married;high.school
1317;technician;married;professional.course
1366;admin.;divorced;high.school
1261;retired;married;high.school
230;unknown;single;basic.9y
2961;entrepreneur;divorced;university.degree
1356;management;divorced;university.degree
626;services;single;high.school
2263;admin.;divorced;high.school
573;housemaid;married;basic.4y
4070;admin.;married;university.degree
1270;retired;married;university.degree
834;technician;married;high.school
1614;admin.;divorced;basic.9y
2103;admin.;married;university.degree
2748;entrepreneur;married;basic.9y
2021;services;married;high.school
214;blue-collar;divorced;basic.9y
4007;technician;married;professional.course
3527;retired;married;professional.course
829;blue-collar;married;basic.4y
1834;technician;single;university.degree
1067;services;divorced;high.school
233;unemployed;married;unknown
596;blue-collar;divorced;basic.9y
1615;blue-collar;divorced;basic.4y
2752;blue-collar;single;basic.6y
3355;admin.;married;university.degree
2231;self-employed;married;university.degree
3569;blue-collar;married;basic.4y
3761;technician;divorced;professional.course
3320;technician;married;professional.course
3794;admin.;married;university.degree
577;admin.;single;university.degree
483;blue-collar;single;basic.9y
2652;blue-collar;married;basic.6y
1559;admin.;single;high.school
2759;admin.;divorced;high.school
225;blue-collar;divorced;unknown
1889;unemployed;single;high.school
2228;blue-collar;married;high.school
832;admin.;single;university.degree
545;blue-collar;married;basic.4y
1396;management;married;university.degree
917;services;married;high.school
1573;admin.;married;high.school
1040;services;married;high.school
190;blue-collar;married;basic.6y
3578;admin.;married;university.degree
431;blue-collar;divorced;basic.9y
3266;entrepreneur;married;basic.9y
1852;management;married;university.degree
224;management;married;basic.6y
3311;technician;single;university.degree
337;admin.;married;high.school
759;admin.;married;high.school
4020;student;single;high.school
1957;admin.;single;university.degree
3290;admin.;single;university.degree
1336;services;married;unknown
3282;housemaid;married;basic.4y
3092;blue-collar;married;basic.9y
492;management;divorced;university.degree
1111;retired;single;basic.9y
1818;technician;married;high.school
2012;technician;single;university.degree
3449;admin.;married;high.school
2997;retired;married;university.degree
3615;services;married;basic.9y
985;admin.;single;university.degree
1467;services;married;high.school
3351;self-employed;married;professional.course
3540;blue-collar;divorced;basic.6y
1191;unemployed;married;professional.course
2409;management;married;university.degree
451;retired;married;university.degree
8;entrepreneur;married;university.degree
1457;services;married;high.school
3498;retired;divorced;basic.4y
2326;admin.;single;university.degree
2448;entrepreneur;married;high.school
2380;blue-collar;married;basic.4y
3566;admin.;married;university.degree
1311;technician;married;university.degree
1581;technician;single;professional.course
330;admin.;single;university.degree
3188;unemployed;married;professional.course
3186;retired;married;basic.4y
604;student;single;unknown
692;technician;single;high.school
1769;student;single;high.school
906;retired;divorced;professional.course
2112;retired;married;professional.course
1924;unemployed;single;university.degree
3783;self-employed;married;professional.course
3144;technician;married;university.degree
54;technician;married;university.degree
3468;technician;single;basic.6y
3870;services;married;professional.course
3386;technician;single;university.degree
2091;management;single;university.degree
605;blue-collar;married;high.school
2221;unemployed;married;university.degree
3651;retired;married;professional.course
699;technician;married;professional.course
3081;blue-collar;single;basic.9y
557;unemployed;married;basic.4y
1919;retired;single;professional.course
3250;admin.;married;high.school
1933;unemployed;single;university.degree
2703;technician;divorced;professional.course
1605;student;single;high.school
3707;blue-collar;married;basic.9y
792;technician;married;professional.course
981;technician;married;high.school
333;entrepreneur;married;university.degree
4011;management;divorced;university.degree
3966;technician;divorced;professional.course
241;blue-collar;married;basic.9y
2769;retired;married;basic.4y
27;technician;divorced;professional.course
2478;admin.;married;university.degree
2036;technician;married;high.school
3291;admin.;single;university.degree
543;admin.;married;university.degree
4044;management;single;basic.9y
506;blue-collar;married;professional.course
2266;services;married;high.school
303;retired;married;basic.9y
2243;management;married;high.school
2440;retired;divorced;professional.course
1542;services;single;high.school
2346;admin.;married;high.school
3481;technician;single;university.degree
3721;services;married;high.school
2838;blue-collar;married;basic.6y
3379;blue-collar;single;basic.6y
3358;admin.;single;university.degree
2289;blue-collar;married;basic.4y
1024;admin.;single;high.school
2398;blue-collar;divorced;basic.4y
1392;admin.;married;high.school
2513;admin.;married;university.degree
1585;admin.;divorced;university.degree
754;retired;married;basic.4y
1449;blue-collar;married;basic.9y
2868;admin.;married;university.degree
1698;retired;married;university.degree
1374;retired;married;basic.4y
865;admin.;married;university.degree
3541;admin.;single;unknown
469;services;single;high.school
153;admin.;married;high.school
1468;technician;married;university.degree
371;admin.;divorced;university.degree
3544;technician;single;university.degree
1997;admin.;married;university.degree
3702;entrepreneur;married;basic.4y
2322;unemployed;married;university.degree
1244;services;single;high.school
508;management;married;unknown
3683;entrepreneur;married;basic.4y
1641;blue-collar;married;basic.6y
3764;technician;married;professional.course
252;admin.;married;university.degree
1782;services;single;high.school
1797;retired;married;unknown
3010;technician;single;university.degree
2080;management;married;university.degree
2038;entrepreneur;married;basic.6y
2396;technician;single;professional.course
3840;admin.;married;high.school
1938;self-employed;married;basic.9y
3486;services;married;high.school
4096;admin.;single;university.degree
1984;unknown;married;high.school
2156;admin.;married;university.degree
334;management;married;university.degree
3547;unemployed;married;basic.4y
323;admin.;divorced;university.degree
3163;admin.;single;professional.course
2137;blue-collar;married;basic.9y
3401;unemployed;married;university.degree
2339;self-employed;married;university.degree
3934;unknown;married;basic.4y
3217;management;married;university.degree
995;self-employed;single;university.degree
2186;retired;married;basic.4y
2497;blue-collar;single;basic.9y
2951;admin.;single;university.degree
1650;blue-collar;single;basic.9y
122;blue-collar;divorced;basic.9y
3784;management;divorced;high.school
436;admin.;single;university.degree
2047;blue-collar;married;basic.4y
1670;blue-collar;married;professional.course
172;admin.;married;university.degree
3090;blue-collar;married;basic.9y
4021;blue-collar;divorced;high.school
3994;unemployed;married;university.degree
1055;services;married;basic.9y
1105;admin.;married;basic.9y
1947;admin.;married;high.school
1287;management;married;university.degree
3377;admin.;single;university.degree
1781;admin.;married;university.degree
3697;technician;married;high.school
3504;admin.;single;high.school
169;services;married;high.school
1407;admin.;married;university.degree
3269;blue-collar;single;high.school
785;blue-collar;married;basic.9y
2770;admin.;married;high.school
3853;blue-collar;single;basic.4y
2000;services;single;high.school
3427;services;married;high.school
1128;technician;single;professional.course
753;student;single;unknown
2296;blue-collar;married;basic.9y
516;blue-collar;divorced;basic.4y
3443;admin.;single;university.degree
1588;blue-collar;married;high.school
1487;technician;married;university.degree
3730;retired;divorced;professional.course
1685;unemployed;single;university.degree
813;management;married;university.degree
561;admin.;married;university.degree
2668;services;divorced;high.school
3548;retired;married;high.school
142;technician;divorced;professional.course
2366;blue-collar;single;basic.4y
2332;technician;single;professional.course
3862;services;married;university.degree
363;unemployed;married;high.school
549;admin.;single;high.school
3038;retired;divorced;high.school
1294;admin.;single;basic.4y
831;technician;single;professional.course
3197;management;married;high.school
487;entrepreneur;married;basic.4y
2486;technician;married;high.school
3741;management;married;basic.9y
4091;blue-collar;married;basic.4y
1417;admin.;married;university.degree
1442;self-employed;married;basic.4y
2341;management;married;university.degree
3011;unemployed;single;university.degree
2995;blue-collar;single;basic.9y
3750;management;married;university.degree
2394;retired;married;basic.9y
544;blue-collar;married;high.school
1206;blue-collar;married;basic.6y
2907;blue-collar;married;basic.4y
569;blue-collar;single;basic.6y
835;blue-collar;single;basic.4y
2233;admin.;single;high.school
3182;blue-collar;married;unknown
666;blue-collar;single;basic.4y
567;technician;divorced;professional.course
1697;technician;married;professional.course
2621;blue-collar;married;basic.9y
3456;admin.;married;university.degree
2865;student;single;university.degree
2319;admin.;married;high.school
2232;technician;married;professional.course
987;retired;married;basic.9y
2211;entrepreneur;married;unknown
42;blue-collar;married;basic.9y
2739;admin.;married;university.degree
2126;technician;married;professional.course
827;admin.;divorced;university.degree
4016;student;married;high.school
486;blue-collar;married;basic.4y
2734;blue-collar;married;basic.6y
678;blue-collar;married;basic.4y
1901;retired;married;basic.9y
2981;retired;married;basic.9y
1837;blue-collar;married;basic.6y
3663;admin.;single;high.school
3931;entrepreneur;married;high.school
1488;services;married;high.school
2615;retired;divorced;university.degree
3961;admin.;single;high.school
3864;services;single;high.school
3453;blue-collar;married;basic.9y
2732;management;married;high.school
1747;blue-collar;married;basic.6y
4092;management;married;high.school
750;technician;single;high.school
2074;services;married;high.school
2699;admin.;married;high.school
4012;services;married;basic.9y
2885;technician;married;professional.course
1968;services;married;high.school
3192;admin.;married;high.school
1432;admin.;married;high.school
3304;unemployed;married;high.school
3086;blue-collar;married;basic.4y
962;services;divorced;high.school
1611;admin.;single;high.school
3960;technician;married;university.degree
1158;admin.;married;high.school
2282;blue-collar;married;basic.9y
2856;student;single;professional.course
3915;management;divorced;university.degree
3400;blue-collar;married;basic.9y
3136;admin.;married;university.degree
3460;housemaid;married;basic.6y
4032;technician;married;professional.course
2391;admin.;married;high.school
1197;technician;married;unknown
1998;admin.;married;university.degree
3535;admin.;single;university.degree
2863;management;married;university.degree
2567;technician;single;university.degree
1495;technician;married;university.degree
2983;technician;divorced;university.degree
3330;management;single;university.degree
2057;services;married;university.degree
3741;management;married;basic.9y
3989;admin.;married;university.degree
3473;admin.;single;university.degree
1241;blue-collar;married;basic.9y
3585;unemployed;divorced;basic.9y
2145;blue-collar;married;basic.6y
2697;admin.;married;university.degree
4048;blue-collar;married;basic.4y
1565;admin.;married;university.degree
778;admin.;single;high.school
832;admin.;single;university.degree
3638;admin.;married;university.degree
894;admin.;married;high.school
1207;retired;married;basic.4y
3459;admin.;divorced;university.degree
989;technician;married;basic.9y
1021;admin.;divorced;high.school
3034;management;married;university.degree
2043;retired;married;basic.4y
182;entrepreneur;married;university.degree
3337;management;married;basic.4y
3227;admin.;married;high.school
1666;blue-collar;married;basic.9y
4035;retired;married;university.degree
50;services;married;high.school
1091;blue-collar;married;basic.6y
2364;services;divorced;basic.9y
1963;technician;married;professional.course
2031;student;single;high.school
4066;services;married;high.school
1771;technician;divorced;university.degree
685;entrepreneur;married;university.degree
2055;admin.;divorced;basic.6y
2399;blue-collar;single;basic.9y
4061;admin.;single;university.degree
970;technician;divorced;university.degree
1777;technician;married;high.school
2578;technician;divorced;high.school
1961;blue-collar;married;basic.4y
1587;admin.;divorced;university.degree
1393;admin.;divorced;university.degree
2581;admin.;married;university.degree
1121;self-employed;married;university.degree
2359;admin.;married;high.school
517;admin.;married;professional.course
2248;management;married;university.degree
237;blue-collar;single;basic.6y
2300;management;single;university.degree
843;blue-collar;divorced;basic.9y
971;management;married;university.degree
162;admin.;single;high.school
1976;entrepreneur;single;basic.9y
844;management;married;university.degree
2624;blue-collar;married;basic.4y
3075;self-employed;divorced;university.degree
3538;retired;married;basic.4y
4029;services;divorced;high.school
3028;unemployed;married;professional.course
3022;blue-collar;married;basic.4y
1601;self-employed;single;basic.9y
3879;management;married;university.degree
2197;admin.;married;high.school
197;blue-collar;divorced;high.school
4014;admin.;married;university.degree
475;blue-collar;married;basic.4y
1750;services;single;high.school
1786;management;married;university.degree
3676;admin.;married;high.school
1269;entrepreneur;married;university.degree
2328;self-employed;married;university.degree
3913;blue-collar;married;basic.6y
623;blue-collar;married;basic.4y
1013;admin.;single;high.school
3636;admin.;single;university.degree
2295;management;married;university.degree
2098;admin.;married;university.degree
2188;admin.;divorced;high.school
1594;admin.;single;university.degree
1613;retired;married;university.degree
3478;technician;married;university.degree
521;retired;married;unknown
2285;admin.;married;high.school
1265;student;single;unknown
3307;entrepreneur;married;high.school
2352;self-employed;single;unknown
2744;blue-collar;married;basic.9y
931;blue-collar;married;basic.9y
180;blue-collar;married;basic.9y
2782;technician;married;professional.course
502;unknown;married;unknown
275;technician;single;high.school
535;blue-collar;married;basic.9y
203;self-employed;married;university.degree
1860;technician;divorced;university.degree
836;technician;married;professional.course
3681;self-employed;single;professional.course
3693;blue-collar;single;basic.4y
930;blue-collar;married;basic.9y
96;management;married;professional.course
2670;services;married;basic.9y
979;technician;married;university.degree
3153;housemaid;married;basic.9y
1590;technician;married;professional.course
200;student;single;university.degree
